"business_id","category_id"
"3493","166"
"3493","170"
"3494","8"
"3494","227"
"3494","228"
"3494","263"
"3495","42"
"3495","43"
"3495","173"
"3495","366"
"3496","43"
"3496","66"
"3497","18"
"3497","25"
"3498","31"
"3498","109"
"3498","246"
"3499","7"
"3499","8"
"3499","84"
"3500","18"
"3500","24"
"3500","191"
"3500","192"
"3501","8"
"3501","44"
"3501","63"
"3501","69"
"3501","120"
"3502","21"
"3502","245"
"3503","31"
"3503","58"
"3503","275"
"3504","1"
"3504","83"
"3504","232"
"3505","18"
"3505","89"
"3505","163"
"3506","24"
"3506","176"
"3507","24"
"3508","21"
"3508","266"
"3509","8"
"3509","69"
"3509","118"
"3510","53"
"3510","54"
"3510","55"
"3511","7"
"3511","8"
"3511","10"
"3512","53"
"3512","54"
"3512","55"
"3512","380"
"3513","8"
"3513","217"
"3513","218"
"3514","18"
"3514","207"
"3515","18"
"3515","26"
"3516","7"
"3516","8"
"3516","291"
"3517","15"
"3517","48"
"3518","8"
"3518","24"
"3518","71"
"3518","113"
"3519","8"
"3519","21"
"3519","69"
"3519","118"
"3519","282"
"3520","18"
"3520","49"
"3520","112"
"3521","53"
"3521","54"
"3521","55"
"3522","18"
"3522","341"
"3523","24"
"3523","98"
"3524","31"
"3524","58"
"3524","161"
"3524","395"
"3524","396"
"3525","5"
"3525","6"
"3526","21"
"3526","44"
"3526","200"
"3526","201"
"3527","44"
"3527","290"
"3528","24"
"3528","98"
"3529","31"
"3529","109"
"3529","137"
"3530","54"
"3530","65"
"3531","17"
"3531","18"
"3532","18"
"3532","26"
"3532","125"
"3532","192"
"3533","38"
"3533","39"
"3534","7"
"3534","8"
"3534","291"
"3535","18"
"3535","43"
"3536","18"
"3536","26"
"3536","199"
"3536","289"
"3537","18"
"3537","49"
"3537","133"
"3538","21"
"3538","22"
"3538","81"
"3539","18"
"3539","79"
"3540","42"
"3540","43"
"3540","90"
"3541","42"
"3541","43"
"3541","90"
"3542","168"
"3542","294"
"3543","1"
"3543","32"
"3543","33"
"3543","169"
"3544","8"
"3544","189"
"3545","8"
"3545","259"
"3546","18"
"3546","23"
"3546","24"
"3546","26"
"3546","392"
"3547","1"
"3547","33"
"3547","268"
"3548","53"
"3548","187"
"3549","18"
"3549","89"
"3550","18"
"3550","155"
"3551","18"
"3551","24"
"3551","25"
"3551","101"
"3552","7"
"3552","8"
"3552","12"
"3552","259"
"3552","482"
"3553","18"
"3553","79"
"3553","166"
"3553","199"
"3554","53"
"3554","187"
"3555","6"
"3555","126"
"3556","37"
"3556","39"
"3556","295"
"3557","18"
"3557","25"
"3557","89"
"3558","18"
"3558","42"
"3558","43"
"3558","166"
"3558","172"
"3558","338"
"3558","355"
"3559","18"
"3559","24"
"3559","93"
"3560","111"
"3560","215"
"3561","18"
"3561","166"
"3561","321"
"3562","7"
"3562","8"
"3562","10"
"3562","408"
"3563","53"
"3563","177"
"3563","178"
"3564","39"
"3564","103"
"3565","1"
"3565","8"
"3565","77"
"3565","131"
"3565","300"
"3565","339"
"3566","18"
"3566","112"
"3566","155"
"3567","8"
"3567","263"
"3568","53"
"3568","54"
"3568","55"
"3569","17"
"3569","18"
"3570","39"
"3570","50"
"3570","103"
"3571","24"
"3571","239"
"3572","44"
"3572","251"
"3572","290"
"3573","17"
"3573","18"
"3574","30"
"3574","31"
"3575","18"
"3575","397"
"3576","31"
"3576","316"
"3577","42"
"3577","43"
"3577","173"
"3577","355"
"3578","8"
"3578","27"
"3578","29"
"3578","340"
"3579","44"
"3579","160"
"3579","181"
"3580","1"
"3580","33"
"3580","169"
"3581","39"
"3581","103"
"3583","18"
"3583","24"
"3583","26"
"3583","192"
"3583","370"
"3584","18"
"3584","49"
"3585","18"
"3585","79"
"3586","1"
"3586","32"
"3586","33"
"3587","6"
"3587","40"
"3588","18"
"3588","112"
"3588","155"
"3589","18"
"3589","26"
"3589","42"
"3589","43"
"3589","136"
"3589","166"
"3590","2"
"3590","18"
"3590","42"
"3590","43"
"3590","240"
"3590","265"
"3590","364"
"3591","17"
"3591","18"
"3591","133"
"3592","39"
"3592","295"
"3593","8"
"3593","21"
"3593","115"
"3593","116"
"3593","227"
"3593","228"
"3594","6"
"3594","126"
"3595","18"
"3595","26"
"3596","18"
"3596","88"
"3597","44"
"3597","251"
"3598","31"
"3598","109"
"3598","137"
"3599","31"
"3599","109"
"3599","137"
"3599","246"
"3600","21"
"3600","22"
"3600","81"
"3601","7"
"3601","8"
"3601","77"
"3601","78"
"3601","358"
"3602","18"
"3602","49"
"3603","8"
"3603","69"
"3603","70"
"3603","80"
"3604","8"
"3604","228"
"3605","6"
"3605","231"
"3606","1"
"3606","105"
"3607","24"
"3607","98"
"3608","210"
"3608","445"
"3609","42"
"3609","43"
"3609","355"
"3610","18"
"3610","79"
"3611","53"
"3611","178"
"3611","271"
"3611","272"
"3612","24"
"3612","98"
"3613","18"
"3613","79"
"3613","89"
"3614","18"
"3614","89"
"3615","31"
"3615","58"
"3615","275"
"3616","1"
"3616","105"
"3617","18"
"3617","402"
"3618","39"
"3618","50"
"3619","7"
"3619","8"
"3619","9"
"3619","24"
"3619","113"
"3619","227"
"3620","21"
"3620","406"
"3621","2"
"3621","8"
"3621","39"
"3621","50"
"3621","220"
"3622","24"
"3622","95"
"3622","165"
"3622","325"
"3623","18"
"3623","166"
"3623","170"
"3624","44"
"3624","201"
"3625","18"
"3625","79"
"3626","23"
"3626","24"
"3626","95"
"3627","1"
"3627","33"
"3627","242"
"3627","424"
"3628","24"
"3628","98"
"3629","39"
"3629","50"
"3630","53"
"3630","54"
"3630","55"
"3631","53"
"3631","54"
"3631","55"
"3632","18"
"3632","89"
"3633","8"
"3633","31"
"3633","71"
"3633","109"
"3633","137"
"3634","2"
"3634","197"
"3635","39"
"3635","295"
"3635","317"
"3635","475"
"3636","18"
"3636","42"
"3636","43"
"3636","125"
"3636","136"
"3636","466"
"3637","1"
"3637","105"
"3638","18"
"3638","89"
"3638","93"
"3639","18"
"3639","196"
"3640","8"
"3640","27"
"3640","28"
"3640","29"
"3640","69"
"3640","80"
"3641","23"
"3641","24"
"3642","6"
"3642","41"
"3643","18"
"3643","147"
"3643","148"
"3643","163"
"3644","18"
"3644","42"
"3644","43"
"3644","89"
"3644","240"
"3645","53"
"3645","178"
"3645","214"
"3646","18"
"3646","49"
"3647","8"
"3647","263"
"3648","24"
"3648","72"
"3649","18"
"3649","112"
"3650","7"
"3650","8"
"3650","10"
"3650","77"
"3650","78"
"3650","263"
"3650","408"
"3651","24"
"3651","87"
"3651","185"
"3652","18"
"3652","79"
"3653","8"
"3653","69"
"3653","403"
"3654","24"
"3654","98"
"3655","21"
"3655","22"
"3655","81"
"3656","31"
"3656","92"
"3657","44"
"3657","290"
"3658","139"
"3658","140"
"3659","36"
"3659","38"
"3659","39"
"3659","295"
"3660","24"
"3660","72"
"3660","113"
"3661","39"
"3661","103"
"3662","21"
"3662","245"
"3662","401"
"3662","515"
"3663","24"
"3663","98"
"3664","17"
"3664","18"
"3664","85"
"3665","5"
"3665","6"
"3665","41"
"3665","126"
"3666","18"
"3666","24"
"3666","87"
"3666","93"
"3666","114"
"3666","163"
"3667","1"
"3667","361"
"3667","512"
"3668","8"
"3668","69"
"3668","70"
"3668","80"
"3669","18"
"3669","26"
"3670","39"
"3670","103"
"3671","39"
"3671","50"
"3671","52"
"3671","190"
"3672","24"
"3672","113"
"3673","5"
"3673","6"
"3673","41"
"3673","126"
"3674","24"
"3674","145"
"3675","2"
"3675","197"
"3676","18"
"3677","18"
"3678","18"
"3678","26"
"3679","1"
"3679","105"
"3680","18"
"3680","208"
"3681","24"
"3681","87"
"3681","113"
"3681","174"
"3682","21"
"3682","22"
"3682","443"
"3683","21"
"3683","22"
"3683","81"
"3684","18"
"3684","24"
"3684","87"
"3684","174"
"3684","182"
"3684","377"
"3685","31"
"3685","58"
"3685","337"
"3685","581"
"3686","31"
"3686","109"
"3686","137"
"3687","1"
"3687","105"
"3688","7"
"3688","8"
"3688","9"
"3689","13"
"3689","15"
"3689","46"
"3689","47"
"3689","48"
"3690","18"
"3690","42"
"3690","43"
"3690","89"
"3690","90"
"3691","24"
"3691","98"
"3692","18"
"3692","24"
"3692","95"
"3692","205"
"3692","310"
"3693","1"
"3693","33"
"3693","412"
"3694","18"
"3694","23"
"3694","24"
"3694","89"
"3695","8"
"3696","6"
"3696","24"
"3696","40"
"3696","72"
"3697","44"
"3697","307"
"3698","42"
"3698","43"
"3699","18"
"3699","170"
"3700","18"
"3700","49"
"3700","79"
"3701","39"
"3701","50"
"3702","111"
"3702","215"
"3703","18"
"3704","24"
"3704","113"
"3704","293"
"3705","39"
"3705","309"
"3706","18"
"3707","38"
"3707","39"
"3708","21"
"3708","282"
"3709","18"
"3709","85"
"3710","44"
"3710","63"
"3711","39"
"3711","50"
"3712","18"
"3712","49"
"3712","79"
"3713","18"
"3713","24"
"3713","191"
"3713","192"
"3714","18"
"3714","155"
"3715","1"
"3715","33"
"3715","38"
"3715","39"
"3715","242"
"3716","24"
"3716","239"
"3717","7"
"3717","8"
"3717","77"
"3717","78"
"3718","210"
"3718","445"
"3719","18"
"3719","25"
"3719","26"
"3720","39"
"3720","103"
"3721","24"
"3721","98"
"3722","17"
"3722","18"
"3722","85"
"3723","13"
"3723","15"
"3723","46"
"3724","18"
"3724","207"
"3725","18"
"3725","25"
"3725","125"
"3726","31"
"3726","58"
"3726","354"
"3727","167"
"3727","168"
"3728","39"
"3728","50"
"3729","18"
"3729","89"
"3730","18"
"3730","125"
"3730","341"
"3731","115"
"3731","367"
"3731","544"
"3732","7"
"3732","8"
"3732","9"
"3733","13"
"3733","14"
"3733","15"
"3734","24"
"3734","293"
"3735","42"
"3735","43"
"3736","18"
"3736","89"
"3736","163"
"3737","1"
"3737","53"
"3737","83"
"3737","460"
"3738","18"
"3738","112"
"3739","18"
"3739","26"
"3739","192"
"3740","1"
"3740","83"
"3740","232"
"3741","74"
"3741","75"
"3742","44"
"3742","510"
"3743","18"
"3743","112"
"3744","18"
"3744","26"
"3744","148"
"3744","289"
"3745","8"
"3745","330"
"3746","42"
"3746","43"
"3746","57"
"3746","90"
"3747","7"
"3747","8"
"3747","238"
"3748","13"
"3748","15"
"3748","46"
"3749","18"
"3749","534"
"3750","24"
"3750","394"
"3751","31"
"3751","58"
"3752","8"
"3752","69"
"3752","118"
"3753","13"
"3753","14"
"3753","15"
"3753","415"
"3754","24"
"3754","87"
"3755","53"
"3755","54"
"3755","55"
"3756","18"
"3756","26"
"3756","155"
"3756","192"
"3757","24"
"3757","101"
"3758","7"
"3758","8"
"3758","9"
"3758","24"
"3758","113"
"3759","18"
"3759","24"
"3759","87"
"3759","93"
"3759","114"
"3759","555"
"3760","18"
"3760","207"
"3760","208"
"3761","18"
"3761","43"
"3762","8"
"3762","29"
"3762","54"
"3762","69"
"3762","80"
"3762","217"
"3762","218"
"3762","258"
"3762","259"
"3763","18"
"3763","49"
"3764","210"
"3764","384"
"3765","18"
"3765","49"
"3765","79"
"3766","39"
"3766","103"
"3767","53"
"3767","54"
"3767","55"
"3768","21"
"3768","22"
"3768","81"
"3769","18"
"3769","26"
"3770","21"
"3770","60"
"3771","54"
"3771","65"
"3772","8"
"3772","180"
"3772","217"
"3772","237"
"3773","8"
"3773","69"
"3773","118"
"3774","18"
"3774","147"
"3774","234"
"3775","17"
"3775","18"
"3775","49"
"3776","1"
"3776","30"
"3776","31"
"3776","32"
"3776","33"
"3777","15"
"3777","16"
"3778","6"
"3778","40"
"3779","24"
"3779","101"
"3780","24"
"3780","394"
"3781","18"
"3781","112"
"3782","18"
"3782","42"
"3782","43"
"3782","89"
"3783","39"
"3783","50"
"3783","183"
"3783","190"
"3783","295"
"3784","17"
"3784","18"
"3785","6"
"3785","231"
"3786","17"
"3786","18"
"3788","18"
"3788","24"
"3788","25"
"3788","26"
"3788","191"
"3789","18"
"3789","79"
"3790","17"
"3790","18"
"3790","49"
"3790","133"
"3791","18"
"3791","25"
"3792","210"
"3792","445"
"3793","54"
"3793","65"
"3793","184"
"3793","260"
"3794","18"
"3794","25"
"3794","26"
"3794","150"
"3795","18"
"3795","49"
"3796","42"
"3796","43"
"3796","90"
"3797","18"
"3797","125"
"3798","210"
"3798","384"
"3799","8"
"3799","21"
"3799","69"
"3799","118"
"3799","119"
"3799","120"
"3799","282"
"3800","37"
"3800","39"
"3800","276"
"3801","18"
"3801","42"
"3801","43"
"3801","79"
"3801","90"
"3801","364"
"3802","18"
"3802","88"
"3803","2"
"3803","117"
"3804","24"
"3804","98"
"3805","54"
"3805","134"
"3806","7"
"3806","8"
"3806","238"
"3807","18"
"3807","24"
"3807","148"
"3807","212"
"3808","31"
"3808","92"
"3809","18"
"3809","24"
"3809","145"
"3809","150"
"3810","18"
"3810","89"
"3811","31"
"3811","58"
"3811","354"
"3811","363"
"3812","18"
"3812","93"
"3813","42"
"3813","43"
"3813","366"
"3814","2"
"3814","226"
"3815","21"
"3815","273"
"3816","2"
"3816","44"
"3816","226"
"3816","459"
"3817","7"
"3817","8"
"3817","9"
"3818","18"
"3818","163"
"3819","24"
"3819","113"
"3820","18"
"3820","155"
"3821","7"
"3821","8"
"3821","9"
"3822","24"
"3822","113"
"3823","7"
"3823","8"
"3823","77"
"3823","78"
"3824","15"
"3824","16"
"3825","24"
"3825","113"
"3826","13"
"3826","14"
"3826","15"
"3826","415"
"3827","7"
"3827","8"
"3827","12"
"3827","229"
"3828","53"
"3828","54"
"3828","55"
"3829","18"
"3829","89"
"3830","17"
"3830","18"
"3831","54"
"3831","194"
"3832","8"
"3832","29"
"3832","340"
"3833","1"
"3833","83"
"3834","18"
"3834","23"
"3834","24"
"3834","49"
"3835","6"
"3835","18"
"3835","126"
"3836","39"
"3836","103"
"3837","15"
"3837","16"
"3838","18"
"3838","26"
"3839","18"
"3839","155"
"3840","30"
"3840","31"
"3840","222"
"3841","44"
"3841","45"
"3842","18"
"3842","24"
"3842","25"
"3842","191"
"3842","192"
"3843","74"
"3843","75"
"3844","18"
"3844","49"
"3844","112"
"3845","54"
"3845","194"
"3846","54"
"3846","448"
"3847","53"
"3847","54"
"3847","55"
"3848","18"
"3848","198"
"3849","17"
"3849","18"
"3850","24"
"3850","98"
"3851","31"
"3851","39"
"3851","58"
"3851","146"
"3851","535"
"3852","21"
"3852","179"
"3853","8"
"3853","69"
"3853","119"
"3854","1"
"3854","281"
"3855","23"
"3855","24"
"3856","2"
"3856","54"
"3856","65"
"3856","168"
"3856","188"
"3856","473"
"3857","7"
"3857","8"
"3857","351"
"3857","408"
"3858","8"
"3858","229"
"3859","39"
"3859","103"
"3860","24"
"3860","113"
"3861","54"
"3861","65"
"3862","18"
"3862","89"
"3862","125"
"3863","24"
"3863","98"
"3864","13"
"3864","14"
"3864","15"
"3865","18"
"3865","198"
"3866","8"
"3866","229"
"3866","252"
"3867","18"
"3867","26"
"3868","6"
"3868","41"
"3868","126"
"3869","24"
"3869","113"
"3869","293"
"3870","44"
"3870","153"
"3871","75"
"3871","96"
"3872","53"
"3872","54"
"3872","55"
"3873","18"
"3873","24"
"3873","98"
"3873","192"
"3874","18"
"3874","26"
"3875","19"
"3875","21"
"3875","22"
"3875","391"
"3876","31"
"3876","58"
"3876","354"
"3876","494"
"3877","17"
"3877","18"
"3877","49"
"3878","21"
"3878","414"
"3879","115"
"3879","434"
"3880","6"
"3880","312"
"3881","18"
"3881","102"
"3882","18"
"3882","42"
"3882","43"
"3882","125"
"3882","136"
"3883","18"
"3883","170"
"3884","13"
"3884","15"
"3884","46"
"3884","47"
"3884","48"
"3885","38"
"3885","39"
"3886","31"
"3886","58"
"3886","404"
"3887","53"
"3887","54"
"3887","55"
"3888","18"
"3888","129"
"3889","6"
"3889","24"
"3889","40"
"3889","72"
"3890","17"
"3890","18"
"3890","125"
"3891","2"
"3891","197"
"3892","8"
"3892","229"
"3893","39"
"3893","51"
"3894","17"
"3894","18"
"3894","125"
"3895","2"
"3895","188"
"3896","7"
"3896","8"
"3896","12"
"3896","252"
"3897","18"
"3897","79"
"3898","1"
"3898","32"
"3898","33"
"3898","169"
"3899","37"
"3899","39"
"3899","103"
"3900","18"
"3900","129"
"3901","6"
"3901","269"
"3902","24"
"3902","98"
"3903","24"
"3903","98"
"3904","18"
"3904","166"
"3905","18"
"3905","125"
"3906","18"
"3906","125"
"3907","18"
"3907","112"
"3908","8"
"3908","227"
"3909","18"
"3909","93"
"3910","18"
"3910","26"
"3910","192"
"3911","5"
"3911","6"
"3912","24"
"3912","113"
"3913","18"
"3913","150"
"3913","170"
"3914","8"
"3914","21"
"3914","69"
"3914","70"
"3914","141"
"3915","2"
"3915","53"
"3915","54"
"3915","55"
"3915","346"
"3915","449"
"3916","8"
"3916","24"
"3916","71"
"3916","113"
"3917","6"
"3917","301"
"3918","18"
"3918","25"
"3919","18"
"3919","24"
"3919","155"
"3920","6"
"3920","171"
"3921","13"
"3921","14"
"3921","15"
"3921","46"
"3921","48"
"3922","18"
"3922","42"
"3922","43"
"3922","79"
"3922","89"
"3922","90"
"3923","18"
"3923","25"
"3924","37"
"3924","39"
"3924","475"
"3925","44"
"3925","290"
"3926","18"
"3927","17"
"3927","18"
"3928","17"
"3928","18"
"3929","7"
"3929","8"
"3929","9"
"3930","167"
"3930","168"
"3931","53"
"3931","54"
"3931","55"
"3932","18"
"3932","112"
"3932","155"
"3933","21"
"3933","60"
"3934","18"
"3934","233"
"3935","1"
"3935","83"
"3935","232"
"3936","18"
"3936","207"
"3937","53"
"3937","54"
"3937","55"
"3938","24"
"3938","145"
"3939","21"
"3939","386"
"3940","18"
"3940","192"
"3942","24"
"3942","113"
"3943","31"
"3943","109"
"3943","137"
"3944","17"
"3944","18"
"3945","111"
"3945","168"
"3945","473"
"3946","24"
"3946","101"
"3947","8"
"3947","39"
"3947","73"
"3948","42"
"3948","43"
"3948","57"
"3949","18"
"3949","26"
"3950","17"
"3950","18"
"3951","18"
"3951","26"
"3952","18"
"3952","129"
"3952","516"
"3953","2"
"3953","18"
"3953","150"
"3953","292"
"3954","18"
"3954","93"
"3955","18"
"3955","24"
"3955","150"
"3955","212"
"3955","234"
"3956","8"
"3956","228"
"3956","425"
"3957","31"
"3957","58"
"3957","92"
"3957","164"
"3958","18"
"3958","88"
"3959","21"
"3959","60"
"3960","18"
"3960","26"
"3960","112"
"3961","21"
"3961","157"
"3962","2"
"3962","346"
"3963","39"
"3963","103"
"3964","1"
"3964","105"
"3965","18"
"3965","112"
"3965","289"
"3966","8"
"3966","24"
"3966","72"
"3966","113"
"3966","259"
"3966","261"
"3967","18"
"3967","93"
"3968","7"
"3968","8"
"3968","10"
"3968","11"
"3968","229"
"3969","18"
"3969","24"
"3969","26"
"3969","325"
"3971","18"
"3971","198"
"3972","15"
"3972","16"
"3973","7"
"3973","8"
"3973","9"
"3974","18"
"3974","89"
"3975","13"
"3975","15"
"3976","24"
"3976","239"
"3977","36"
"3977","39"
"3977","103"
"3978","18"
"3978","54"
"3978","89"
"3978","102"
"3978","184"
"3979","17"
"3979","18"
"3980","54"
"3980","65"
"3981","7"
"3981","8"
"3981","9"
"3981","69"
"3981","80"
"3981","351"
"3982","18"
"3982","125"
"3983","31"
"3983","109"
"3983","110"
"3983","246"
"3984","39"
"3984","103"
"3985","17"
"3985","18"
"3986","18"
"3986","85"
"3986","89"
"3986","341"
"3987","6"
"3987","269"
"3988","8"
"3988","39"
"3988","73"
"3989","53"
"3989","178"
"3989","213"
"3989","271"
"3989","272"
"3990","42"
"3990","43"
"3990","173"
"3991","6"
"3991","40"
"3992","8"
"3992","71"
"3993","6"
"3993","40"
"3994","18"
"3994","112"
"3995","31"
"3995","34"
"3995","35"
"3996","24"
"3996","98"
"3997","24"
"3997","87"
"3997","352"
"3998","44"
"3998","63"
"3999","18"
"3999","24"
"3999","89"
"3999","93"
"3999","203"
"4000","18"
"4000","49"
"4001","24"
"4001","98"
"4001","145"
"4002","18"
"4002","112"
"4002","155"
"4003","18"
"4003","24"
"4003","42"
"4003","43"
"4003","136"
"4003","239"
"4004","1"
"4004","2"
"4004","33"
"4004","209"
"4004","210"
"4004","226"
"4004","412"
"4004","450"
"4005","18"
"4005","85"
"4005","155"
"4006","8"
"4006","69"
"4006","403"
"4007","18"
"4007","112"
"4007","125"
"4008","8"
"4008","24"
"4008","71"
"4008","113"
"4009","39"
"4009","50"
"4010","18"
"4010","163"
"4011","39"
"4011","103"
"4012","6"
"4012","24"
"4012","40"
"4012","72"
"4013","44"
"4013","45"
"4014","54"
"4014","184"
"4015","1"
"4015","33"
"4015","169"
"4015","242"
"4015","424"
"4016","74"
"4016","75"
"4017","44"
"4017","45"
"4018","44"
"4018","45"
"4019","1"
"4019","54"
"4019","65"
"4019","105"
"4020","18"
"4020","42"
"4020","43"
"4020","57"
"4020","267"
"4021","18"
"4021","26"
"4022","6"
"4023","24"
"4023","145"
"4024","36"
"4024","39"
"4024","103"
"4025","31"
"4025","34"
"4025","334"
"4026","23"
"4026","24"
"4027","18"
"4027","26"
"4027","125"
"4027","392"
"4028","18"
"4028","267"
"4029","7"
"4029","8"
"4029","9"
"4030","18"
"4030","49"
"4030","133"
"4031","6"
"4031","126"
"4032","6"
"4032","41"
"4032","126"
"4033","18"
"4033","49"
"4034","21"
"4034","22"
"4034","81"
"4035","8"
"4035","227"
"4036","18"
"4036","112"
"4036","155"
"4037","18"
"4037","24"
"4037","62"
"4037","98"
"4038","44"
"4038","307"
"4039","24"
"4039","98"
"4040","18"
"4040","24"
"4040","191"
"4040","192"
"4041","18"
"4041","26"
"4041","112"
"4041","155"
"4042","18"
"4042","142"
"4043","17"
"4043","18"
"4044","2"
"4044","117"
"4045","18"
"4045","216"
"4046","8"
"4046","228"
"4047","17"
"4047","18"
"4048","8"
"4048","69"
"4048","119"
"4049","7"
"4049","8"
"4049","11"
"4050","54"
"4050","65"
"4051","210"
"4051","384"
"4052","21"
"4052","54"
"4052","194"
"4052","282"
"4053","18"
"4053","89"
"4054","18"
"4054","79"
"4055","18"
"4055","24"
"4055","79"
"4055","145"
"4056","18"
"4056","62"
"4056","93"
"4056","129"
"4057","6"
"4057","298"
"4058","24"
"4058","145"
"4059","18"
"4059","208"
"4060","44"
"4060","45"
"4061","13"
"4061","15"
"4061","46"
"4061","47"
"4061","48"
"4062","18"
"4062","26"
"4063","18"
"4063","26"
"4064","75"
"4064","470"
"4065","18"
"4065","129"
"4065","196"
"4066","18"
"4066","393"
"4067","18"
"4067","24"
"4067","87"
"4067","113"
"4067","114"
"4067","172"
"4067","371"
"4068","18"
"4068","125"
"4069","18"
"4069","26"
"4070","18"
"4070","79"
"4070","125"
"4071","18"
"4071","26"
"4072","2"
"4072","18"
"4072","42"
"4072","43"
"4072","112"
"4072","173"
"4072","265"
"4073","17"
"4073","18"
"4073","85"
"4074","8"
"4074","29"
"4074","54"
"4074","258"
"4074","259"
"4075","31"
"4075","109"
"4075","137"
"4076","18"
"4076","93"
"4076","163"
"4077","18"
"4077","42"
"4077","43"
"4077","49"
"4077","90"
"4078","1"
"4078","33"
"4078","242"
"4079","18"
"4079","42"
"4079","43"
"4079","53"
"4079","54"
"4079","55"
"4080","21"
"4080","250"
"4081","17"
"4081","18"
"4081","49"
"4081","133"
"4082","18"
"4082","79"
"4083","21"
"4083","22"
"4083","81"
"4084","1"
"4084","32"
"4084","33"
"4084","169"
"4085","13"
"4085","15"
"4085","46"
"4086","7"
"4086","8"
"4086","9"
"4087","8"
"4087","77"
"4088","2"
"4088","569"
"4089","2"
"4089","117"
"4090","18"
"4090","26"
"4090","49"
"4090","192"
"4091","18"
"4091","42"
"4091","43"
"4091","89"
"4091","90"
"4092","18"
"4092","42"
"4092","43"
"4092","89"
"4092","90"
"4093","42"
"4093","43"
"4093","57"
"4093","173"
"4093","240"
"4094","18"
"4094","192"
"4095","17"
"4095","18"
"4096","6"
"4096","41"
"4098","15"
"4098","16"
"4099","44"
"4099","45"
"4099","290"
"4100","24"
"4100","87"
"4100","174"
"4101","8"
"4101","27"
"4101","28"
"4101","29"
"4102","6"
"4102","126"
"4102","171"
"4102","407"
"4103","17"
"4103","18"
"4103","150"
"4104","18"
"4104","26"
"4104","49"
"4105","18"
"4105","170"
"4106","18"
"4106","79"
"4107","8"
"4107","69"
"4107","118"
"4107","119"
"4107","120"
"4108","5"
"4108","6"
"4108","126"
"4109","31"
"4109","92"
"4110","24"
"4110","98"
"4111","7"
"4111","8"
"4111","12"
"4111","29"
"4111","195"
"4112","18"
"4112","42"
"4112","43"
"4112","89"
"4112","90"
"4113","8"
"4113","259"
"4114","17"
"4114","18"
"4115","18"
"4115","24"
"4115","79"
"4115","145"
"4115","233"
"4116","18"
"4116","26"
"4116","112"
"4116","154"
"4117","1"
"4117","32"
"4117","33"
"4118","15"
"4118","16"
"4119","7"
"4119","8"
"4119","84"
"4120","18"
"4120","125"
"4121","17"
"4121","18"
"4121","79"
"4122","18"
"4122","112"
"4122","155"
"4123","18"
"4123","163"
"4124","18"
"4124","163"
"4125","18"
"4125","112"
"4125","155"
"4126","18"
"4126","26"
"4126","192"
"4127","74"
"4127","75"
"4128","8"
"4128","217"
"4128","237"
"4129","24"
"4129","113"
"4130","7"
"4130","8"
"4130","10"
"4130","12"
"4130","238"
"4131","39"
"4131","50"
"4131","52"
"4131","183"
"4131","190"
"4132","31"
"4132","58"
"4132","164"
"4133","54"
"4133","65"
"4133","184"
"4134","18"
"4134","133"
"4135","24"
"4135","191"
"4136","18"
"4136","26"
"4137","17"
"4137","18"
"4138","17"
"4138","18"
"4139","6"
"4139","126"
"4140","54"
"4140","260"
"4141","1"
"4141","33"
"4141","44"
"4141","169"
"4141","437"
"4141","455"
"4142","42"
"4142","43"
"4142","173"
"4143","21"
"4143","22"
"4143","75"
"4143","326"
"4143","362"
"4144","18"
"4144","79"
"4145","6"
"4145","149"
"4146","39"
"4146","51"
"4147","1"
"4147","83"
"4147","281"
"4148","31"
"4148","109"
"4148","246"
"4149","18"
"4149","42"
"4149","43"
"4149","89"
"4149","90"
"4150","31"
"4150","151"
"4150","221"
"4150","222"
"4151","18"
"4151","198"
"4152","8"
"4152","36"
"4152","39"
"4152","50"
"4152","73"
"4153","18"
"4153","89"
"4154","18"
"4154","112"
"4155","24"
"4155","98"
"4156","18"
"4156","112"
"4157","18"
"4157","125"
"4157","148"
"4158","8"
"4158","69"
"4158","119"
"4159","6"
"4159","126"
"4159","301"
"4160","6"
"4160","298"
"4161","53"
"4161","54"
"4161","55"
"4162","44"
"4162","45"
"4163","18"
"4163","93"
"4164","18"
"4164","93"
"4165","17"
"4165","18"
"4166","19"
"4166","21"
"4166","22"
"4166","391"
"4167","31"
"4167","222"
"4168","21"
"4168","22"
"4168","74"
"4168","75"
"4168","362"
"4169","18"
"4169","23"
"4169","24"
"4169","25"
"4170","18"
"4170","133"
"4171","44"
"4171","210"
"4171","388"
"4171","445"
"4171","455"
"4173","1"
"4173","33"
"4173","268"
"4174","18"
"4174","112"
"4174","155"
"4175","18"
"4175","166"
"4175","170"
"4176","17"
"4176","18"
"4177","2"
"4177","117"
"4178","2"
"4178","43"
"4178","54"
"4178","65"
"4178","265"
"4179","24"
"4179","113"
"4180","18"
"4180","25"
"4180","233"
"4181","53"
"4181","54"
"4181","55"
"4182","18"
"4182","24"
"4182","145"
"4182","150"
"4183","18"
"4183","79"
"4183","148"
"4183","199"
"4184","44"
"4184","160"
"4185","24"
"4185","98"
"4186","18"
"4186","112"
"4187","53"
"4187","54"
"4187","55"
"4187","65"
"4188","2"
"4188","8"
"4188","220"
"4189","1"
"4189","33"
"4189","242"
"4190","18"
"4190","89"
"4191","8"
"4191","525"
"4192","1"
"4192","230"
"4193","31"
"4193","109"
"4193","137"
"4193","246"
