"business_id","active","city","state","stars","review_count"
"1702","true","Peoria","AZ","3.5","Low"
"1703","true","Phoenix","AZ","4","Low"
"1704","true","Sun City West","AZ","3","Low"
"1705","true","Phoenix","AZ","5","Low"
"1706","true","Mesa","AZ","5","Low"
"1707","true","Glendale","AZ","4","Low"
"1708","true","Glendale","AZ","1","Low"
"1709","false","Scottsdale","AZ","5","Low"
"1710","false","Scottsdale","AZ","3","Low"
"1711","true","Phoenix","AZ","4.5","Low"
"1712","false","Tempe","AZ","4.5","High"
"1713","true","Phoenix","AZ","3","Low"
"1714","true","Phoenix","AZ","5","Low"
"1715","true","Tempe","AZ","3.5","Low"
"1716","true","Tempe","AZ","4","Low"
"1717","true","Phoenix","AZ","3.5","Medium"
"1718","true","Chandler","AZ","5","Low"
"1719","true","Scottsdale","AZ","4.5","Low"
"1720","true","Scottsdale","AZ","4","Low"
"1721","false","Scottsdale","AZ","3","Low"
"1722","true","Mesa","AZ","3.5","Low"
"1723","false","Tempe","AZ","2","Medium"
"1724","false","Tempe","AZ","2.5","Low"
"1725","true","Gilbert","AZ","3","Low"
"1726","true","Chandler","AZ","4","Low"
"1727","false","Phoenix","AZ","4","Medium"
"1728","true","Surprise","AZ","3.5","Low"
"1729","true","Mesa","AZ","5","Low"
"1730","true","Phoenix","AZ","5","Low"
"1731","true","Tempe","AZ","4.5","Low"
"1732","true","Phoenix","AZ","4.5","Low"
"1733","true","Peoria","AZ","3.5","Low"
"1734","true","Maricopa","AZ","2.5","Low"
"1735","true","Gilbert","AZ","4","Uber"
"1736","true","Glendale","AZ","4","Low"
"1737","true","Chandler","AZ","3","Low"
"1738","true","Phoenix","AZ","4.5","Low"
"1739","false","Phoenix","AZ","3","Low"
"1740","true","Scottsdale","AZ","4.5","Low"
"1741","true","Scottsdale","AZ","4","Medium"
"1742","true","Scottsdale","AZ","3.5","Low"
"1743","true","Scottsdale","AZ","3","Low"
"1744","true","Chandler","AZ","3.5","Low"
"1745","false","Glendale","AZ","3","Low"
"1746","true","Phoenix","AZ","4.5","Low"
"1747","true","Phoenix","AZ","2.5","Low"
"1748","true","Phoenix","AZ","4.5","Medium"
"1749","false","Tempe","AZ","2.5","Low"
"1750","true","Phoenix","AZ","4.5","Low"
"1751","true","Avondale","AZ","4.5","Low"
"1752","true","Phoenix","AZ","3.5","Medium"
"1753","true","Phoenix","AZ","2","Low"
"1754","true","Glendale","AZ","4.5","Low"
"1755","true","Phoenix","AZ","5","Low"
"1756","true","Phoenix","AZ","2","Low"
"1757","true","Scottsdale","AZ","4","Low"
"1758","true","Chandler","AZ","4","Medium"
"1759","true","Scottsdale","AZ","1.5","Low"
"1760","true","Phoenix","AZ","4","Medium"
"1761","true","Scottsdale","AZ","3","Low"
"1762","true","Tempe","AZ","4","Low"
"1763","true","Phoenix","AZ","4","Low"
"1764","true","Chandler","AZ","5","Low"
"1765","false","Tempe","AZ","3","Low"
"1766","true","Phoenix","AZ","4","Low"
"1767","true","Tempe","AZ","5","Low"
"1768","true","Phoenix","AZ","3.5","Low"
"1769","true","Phoenix","AZ","3","Low"
"1770","true","Tempe","AZ","3.5","Medium"
"1771","true","Phoenix","AZ","3","Low"
"1772","true","Glendale","AZ","4","Low"
"1773","true","Glendale","AZ","2.5","Low"
"1774","true","Phoenix","AZ","3.5","Medium"
"1775","true","Peoria","AZ","4","Medium"
"1776","true","Mesa","AZ","1","Low"
"1777","true","Scottsdale","AZ","4.5","Low"
"1778","true","Phoenix","AZ","5","Low"
"1779","true","Phoenix","AZ","2.5","Low"
"1780","true","El Mirage","AZ","3.5","Low"
"1781","true","Glendale","AZ","3.5","Low"
"1782","true","Scottsdale","AZ","3","Low"
"1783","true","Gilbert","AZ","5","Low"
"1784","true","Goodyear","AZ","1","Low"
"1785","true","Phoenix","AZ","3.5","Medium"
"1786","false","Phoenix","AZ","4","Medium"
"1787","true","Phoenix","AZ","4.5","Low"
"1788","true","Peoria","AZ","5","Low"
"1789","false","Phoenix","AZ","2.5","Low"
"1790","true","Phoenix","AZ","5","Low"
"1791","true","Scottsdale","AZ","5","Low"
"1792","true","Glendale","AZ","5","Low"
"1793","true","Phoenix","AZ","3","Low"
"1794","true","Chandler","AZ","3.5","Low"
"1795","true","Tempe","AZ","4","Low"
"1796","true","Chandler","AZ","3.5","Low"
"1797","true","Tempe","AZ","4.5","Low"
"1798","true","Tempe","AZ","4","High"
"1799","true","Tolleson","AZ","2.5","Low"
"1800","false","Phoenix","AZ","3","Low"
"1801","true","Phoenix","AZ","2.5","Low"
"1802","true","Phoenix","AZ","4","Medium"
"1803","true","Glendale","AZ","2.5","Low"
"1804","true","Chandler","AZ","4.5","Low"
"1805","true","Phoenix","AZ","4.5","Low"
"1806","true","Scottsdale","AZ","4","Medium"
"1807","true","Scottsdale","AZ","5","Low"
"1808","true","Phoenix","AZ","4","Medium"
"1809","true","Scottsdale","AZ","3.5","Medium"
"1810","true","Tempe","AZ","4","Low"
"1811","true","Mesa","AZ","4","Medium"
"1812","true","Glendale","AZ","2.5","Low"
"1813","true","Phoenix","AZ","3","Medium"
"1814","true","Gilbert","AZ","3.5","Low"
"1815","true","Phoenix","AZ","4.5","Low"
"1816","true","Phoenix","AZ","4.5","Low"
"1817","true","Scottsdale","AZ","4.5","Low"
"1818","true","Phoenix","AZ","1.5","Low"
"1819","false","Glendale","AZ","3","Low"
"1820","true","Scottsdale","AZ","4","Medium"
"1821","true","Phoenix","AZ","3.5","Medium"
"1822","true","Tempe","AZ","3","Low"
"1823","true","Chandler","AZ","2.5","Low"
"1824","true","Scottsdale","AZ","4.5","Low"
"1825","false","Phoenix","AZ","4.5","Low"
"1826","true","Phoenix","AZ","4.5","Medium"
"1827","true","Phoenix","AZ","2.5","Low"
"1828","true","Glendale","AZ","2","Low"
"1829","true","Phoenix","AZ","3.5","Medium"
"1830","true","Tempe","AZ","4","Low"
"1831","true","Fountain Hills","AZ","4","Medium"
"1832","true","Scottsdale","AZ","4","Low"
"1833","true","Phoenix","AZ","3.5","Low"
"1834","false","Chandler","AZ","3.5","Low"
"1835","true","Phoenix","AZ","3.5","Medium"
"1836","true","Chandler","AZ","5","Low"
"1837","true","Tempe","AZ","3.5","Low"
"1838","true","Goodyear","AZ","4.5","Low"
"1839","false","Chandler","AZ","4","Low"
"1840","true","Chandler","AZ","5","Low"
"1841","true","Phoenix","AZ","2","Low"
"1842","true","Phoenix","AZ","4","Medium"
"1843","true","Tempe","AZ","4","Low"
"1844","false","Tempe","AZ","1.5","Low"
"1845","true","Phoenix","AZ","4","Medium"
"1846","true","Phoenix","AZ","4.5","Low"
"1847","true","Phoenix","AZ","3.5","Low"
"1848","false","Surprise","AZ","3.5","Low"
"1849","true","Glendale","AZ","4","Low"
"1850","true","Glendale","AZ","2.5","Low"
"1851","true","Scottsdale","AZ","4","Low"
"1852","true","Scottsdale","AZ","4","Low"
"1853","true","Phoenix","AZ","4.5","Low"
"1854","true","Maricopa","AZ","5","Low"
"1855","false","Phoenix","AZ","4","Low"
"1856","true","Mesa","AZ","3.5","Low"
"1857","true","Tempe","AZ","3.5","Low"
"1858","true","Scottsdale","AZ","4.5","Medium"
"1859","true","Phoenix","AZ","4.5","Low"
"1860","true","Chandler","AZ","4","Medium"
"1861","true","Mesa","AZ","2","Low"
"1862","true","Phoenix","AZ","3.5","Low"
"1863","false","Phoenix","AZ","1","Low"
"1864","false","Avondale","AZ","4.5","Low"
"1865","true","Tempe","AZ","3","Low"
"1866","false","Scottsdale","AZ","4","Low"
"1867","true","Phoenix","AZ","4.5","Low"
"1868","false","Phoenix","AZ","2.5","Low"
"1869","true","Phoenix","AZ","3.5","Low"
"1870","true","Tempe","AZ","4","Medium"
"1871","true","Phoenix","AZ","2.5","Low"
"1872","true","Peoria","AZ","2","Low"
"1873","true","Phoenix","AZ","3.5","Uber"
"1874","true","Tempe","AZ","4","Low"
"1875","true","Tempe","AZ","5","Low"
"1876","true","Chandler","AZ","4","Low"
"1877","false","Phoenix","AZ","3","Low"
"1878","true","Tempe","AZ","4","Medium"
"1879","true","Chandler","AZ","4.5","Low"
"1880","true","Scottsdale","AZ","3","Low"
"1881","false","Scottsdale","AZ","3","Low"
"1882","false","Phoenix","AZ","2.5","Low"
"1883","false","Phoenix","AZ","2","Low"
"1884","true","Phoenix","AZ","2.5","Low"
"1885","true","Mesa","AZ","3","Low"
"1886","true","Mesa","AZ","3.5","Low"
"1887","true","Scottsdale","AZ","5","Low"
"1888","true","Queen Creek","AZ","4","Low"
"1889","false","Surprise","AZ","2.5","Low"
"1890","true","Scottsdale","AZ","4","High"
"1891","true","Scottsdale","AZ","3.5","Low"
"1892","true","Phoenix","AZ","4","Low"
"1893","true","Phoenix","AZ","4","Low"
"1894","true","Phoenix","AZ","3","Medium"
"1895","true","Gilbert","AZ","4","Low"
"1896","true","Phoenix","AZ","5","Low"
"1897","false","Phoenix","AZ","5","Low"
"1898","true","Phoenix","AZ","3.5","Low"
"1899","true","Tempe","AZ","1.5","Low"
"1900","true","Tempe","AZ","4.5","High"
"1901","true","Tempe","AZ","1.5","Low"
"1902","true","Peoria","AZ","2.5","Low"
"1903","true","Surprise","AZ","3.5","Low"
"1904","true","Glendale","AZ","3","Low"
"1905","true","Chandler","AZ","3.5","Medium"
"1906","true","Phoenix","AZ","4.5","Medium"
"1907","true","Avondale","AZ","3.5","Low"
"1908","true","Gilbert","AZ","4.5","Low"
"1909","true","Scottsdale","AZ","4.5","Low"
"1910","false","Phoenix","AZ","4","High"
"1911","true","Gilbert","AZ","4","Low"
"1912","true","Tempe","AZ","5","Low"
"1913","true","Glendale","AZ","3.5","Low"
"1914","true","Maricopa","AZ","2","Low"
"1915","true","Chandler","AZ","4","Low"
"1916","true","Phoenix","AZ","4.5","Medium"
"1917","true","Scottsdale","AZ","5","Low"
"1918","true","Tempe","AZ","4.5","Uber"
"1919","true","Phoenix","AZ","4.5","Low"
"1920","true","Mesa","AZ","4.5","Low"
"1921","true","Phoenix","AZ","3","Low"
"1922","true","Phoenix","AZ","4.5","Low"
"1923","true","Scottsdale","AZ","4","Low"
"1924","true","Peoria","AZ","5","Low"
"1925","true","Tempe","AZ","4","Low"
"1926","true","Scottsdale","AZ","3.5","Medium"
"1927","true","Tempe","AZ","5","Low"
"1928","true","Scottsdale","AZ","5","Low"
"1929","true","Phoenix","AZ","4","Low"
"1930","true","Gilbert","AZ","3.5","Medium"
"1931","false","Tempe","AZ","4","Low"
"1932","true","Phoenix","AZ","2","Low"
"1933","true","Peoria","AZ","4.5","Low"
"1934","true","Paradise Valley","AZ","1","Low"
"1935","true","Mesa","AZ","3","Low"
"1936","true","Phoenix","AZ","4","Low"
"1937","true","Tempe","AZ","4","Low"
"1938","true","Phoenix","AZ","4.5","High"
"1939","true","Apache Junction","AZ","2.5","Low"
"1940","true","Chandler","AZ","5","Low"
"1941","false","Mesa","AZ","2","Low"
"1942","true","Casa Grande","AZ","3.5","Low"
"1943","false","Phoenix","AZ","3","Medium"
"1944","true","Tempe","AZ","3","Low"
"1945","false","Phoenix","AZ","1.5","Low"
"1946","false","Gilbert","AZ","3","Low"
"1947","true","Mesa","AZ","5","Low"
"1948","true","Scottsdale","AZ","4.5","Low"
"1949","true","Tempe","AZ","3.5","Medium"
"1950","true","Scottsdale","AZ","5","Low"
"1951","true","Glendale","AZ","3","Low"
"1952","true","Tempe","AZ","4","High"
"1953","true","Litchfield Park","AZ","3.5","Medium"
"1954","true","Glendale","AZ","4","Low"
"1955","true","Mesa","AZ","4","Medium"
"1956","false","Peoria","AZ","3","Low"
"1957","true","Surprise","AZ","3.5","Medium"
"1958","true","Mesa","AZ","3","Medium"
"1959","true","Phoenix","AZ","4.5","Medium"
"1960","false","Phoenix","AZ","3","Low"
"1961","false","Mesa","AZ","3.5","Low"
"1962","false","Scottsdale","AZ","5","Low"
"1963","true","Tempe","AZ","3","Medium"
"1964","true","Phoenix","AZ","3.5","High"
"1965","true","Phoenix","AZ","4.5","Low"
"1966","true","Scottsdale","AZ","4","Medium"
"1967","true","Phoenix","AZ","4","Medium"
"1968","true","Paradise Valley","AZ","1.5","Low"
"1969","true","Glendale","AZ","4","Low"
"1970","true","Mesa","AZ","4","Low"
"1971","true","Peoria","AZ","3.5","Medium"
"1972","true","Phoenix","AZ","3.5","Low"
"1973","true","Phoenix","AZ","5","Low"
"1974","true","Chandler","AZ","4.5","Medium"
"1975","true","Peoria","AZ","2.5","Low"
"1976","true","Glendale","AZ","3.5","High"
"1977","true","Surprise","AZ","4","Medium"
"1978","true","Phoenix","AZ","3.5","Low"
"1979","true","Gilbert","AZ","4","Medium"
"1980","true","Chandler","AZ","3.5","Medium"
"1981","false","Tempe","AZ","4.5","Low"
"1982","true","Phoenix","AZ","5","Low"
"1983","true","Phoenix","AZ","5","Low"
"1984","true","Scottsdale","AZ","4.5","Low"
"1985","true","Tempe","AZ","4","Low"
"1986","false","Tempe","AZ","4","Low"
"1987","true","Phoenix","AZ","2.5","Low"
"1988","true","Gilbert","AZ","3.5","Low"
"1989","false","Scottsdale","AZ","1.5","Low"
"1990","false","Scottsdale","AZ","3","Low"
"1991","false","Phoenix","AZ","3.5","Low"
"1992","true","Mesa","AZ","3.5","Low"
"1993","false","Tempe","AZ","4","Medium"
"1994","false","Chandler","AZ","4","Low"
"1995","true","Glendale","AZ","3.5","Medium"
"1996","false","Chandler","AZ","3","Low"
"1997","true","Mesa","AZ","5","Low"
"1998","true","Scottsdale","AZ","4.5","Low"
"1999","true","Chandler","AZ","4.5","Medium"
"2000","true","Gila Bend","AZ","3","Low"
"2001","true","Phoenix","AZ","4.5","Low"
"2002","true","Tempe","AZ","3.5","Medium"
"2003","true","Scottsdale","AZ","3","Low"
"2004","true","Tempe","AZ","4","Medium"
"2005","false","Scottsdale","AZ","3","Medium"
"2006","true","Phoenix","AZ","2.5","Low"
"2007","true","Phoenix","AZ","4.5","Low"
"2008","true","Glendale","AZ","3","Low"
"2009","true","Scottsdale","AZ","4.5","Low"
"2010","true","Tempe","AZ","2.5","Low"
"2011","true","Phoenix","AZ","4","Low"
"2012","true","Tempe","AZ","5","Low"
"2013","true","Tempe","AZ","3","Low"
"2014","true","Phoenix","AZ","4.5","Medium"
"2015","true","Scottsdale","AZ","3.5","Medium"
"2016","false","Phoenix","AZ","3.5","Low"
"2017","true","Chandler","AZ","4","Low"
"2018","true","Chandler","AZ","3.5","Medium"
"2019","true","Tempe","AZ","4","Low"
"2020","true","Chandler","AZ","3.5","Medium"
"2021","true","Scottsdale","AZ","3","Low"
"2022","true","Anthem","AZ","3.5","Low"
"2023","true","Chandler","AZ","2.5","Low"
"2024","true","Gilbert","AZ","5","Low"
"2025","false","Phoenix","AZ","4","Low"
"2026","true","Fountain Hills","AZ","5","Low"
"2027","true","Mesa","AZ","5","Low"
"2028","false","Gilbert","AZ","4","Low"
"2029","true","Phoenix","AZ","2.5","Low"
"2030","true","Phoenix","AZ","2","Low"
"2031","true","Phoenix","AZ","3.5","Low"
"2032","true","Chandler","AZ","3.5","Low"
"2033","true","Glendale","AZ","3","Low"
"2034","false","Glendale","AZ","3.5","Low"
"2035","true","Scottsdale","AZ","3.5","Medium"
"2036","false","Tempe","AZ","3","Low"
"2037","true","Phoenix","AZ","3.5","Low"
"2038","true","Goodyear","AZ","4","Medium"
"2039","true","Phoenix","AZ","4","Low"
"2040","true","Chandler","AZ","3.5","Low"
"2041","false","Scottsdale","AZ","4.5","Low"
"2042","true","Phoenix","AZ","2.5","Low"
"2043","true","Tempe","AZ","2.5","Low"
"2044","false","Scottsdale","AZ","2.5","Medium"
"2045","true","Florence","AZ","4.5","Low"
"2046","true","Scottsdale","AZ","5","Medium"
"2047","true","Scottsdale","AZ","5","Low"
"2048","true","Scottsdale","AZ","3.5","High"
"2049","true","Scottsdale","AZ","3","Low"
"2050","false","Phoenix","AZ","2","Low"
"2051","true","Peoria","AZ","2.5","Low"
"2052","false","Gilbert","AZ","3.5","Low"
"2053","true","Scottsdale","AZ","4","Medium"
"2054","true","Chandler","AZ","3.5","High"
"2055","true","Tempe","AZ","5","Low"
"2056","true","Glendale","AZ","3.5","Low"
"2057","true","Phoenix","AZ","1.5","Low"
"2058","true","Tempe","AZ","4.5","Low"
"2059","true","Scottsdale","AZ","3.5","Low"
"2060","true","Phoenix","AZ","3.5","Low"
"2061","true","Carefree","AZ","3.5","High"
"2062","true","Tempe","AZ","5","Low"
"2063","true","Scottsdale","AZ","5","Low"
"2064","true","Phoenix","AZ","3.5","Medium"
"2065","true","Scottsdale","AZ","4.5","Low"
"2066","true","Anthem","AZ","5","Low"
"2067","true","Casa Grande","AZ","1","Low"
"2068","true","Phoenix","AZ","4.5","Low"
"2069","true","Chandler","AZ","2","Low"
"2070","true","Gold Canyon","AZ","4","Low"
"2071","true","Youngtown","AZ","5","Low"
"2072","true","Phoenix","AZ","4.5","Low"
"2073","true","Phoenix","AZ","5","Low"
"2074","false","Phoenix","AZ","4","High"
"2075","true","Phoenix","AZ","3.5","High"
"2076","true","Scottsdale","AZ","5","Low"
"2077","true","Glendale","AZ","3","Low"
"2078","true","Phoenix","AZ","3.5","Low"
"2079","true","Phoenix","AZ","3.5","Low"
"2080","true","Scottsdale","AZ","4","Low"
"2081","true","Chandler","AZ","3","Low"
"2082","true","Glendale","AZ","4.5","Low"
"2083","true","Mesa","AZ","2","Low"
"2084","true","Mesa","AZ","4.5","Low"
"2085","false","Chandler","AZ","2","Low"
"2086","true","Scottsdale","AZ","5","Low"
"2087","true","Glendale","AZ","3.5","Low"
"2088","true","Phoenix","AZ","3.5","Low"
"2089","true","Gilbert","AZ","4","Low"
"2090","true","Phoenix","AZ","1","Low"
"2091","true","Phoenix","AZ","3.5","Low"
"2092","true","Scottsdale","AZ","4","Low"
"2093","false","Glendale","AZ","4","Low"
"2094","true","Mesa","AZ","4","Low"
"2095","true","Tempe","AZ","3","Low"
"2096","true","Scottsdale","AZ","2.5","Low"
"2097","true","Scottsdale","AZ","4.5","Low"
"2098","true","Gilbert","AZ","4","High"
"2099","true","Phoenix","AZ","4","Low"
"2100","true","Chandler","AZ","5","Low"
"2101","true","Tempe","AZ","5","Low"
"2102","true","Glendale","AZ","2.5","Low"
"2103","true","Scottsdale","AZ","3","Low"
"2104","true","Mesa","AZ","5","Low"
"2105","true","Phoenix","AZ","3","Medium"
"2106","true","Glendale","AZ","4","Medium"
"2107","true","Chandler","AZ","4.5","Low"
"2108","true","Mesa","AZ","2","Low"
"2109","true","Phoenix","AZ","2.5","Low"
"2110","true","Chandler","AZ","4","Low"
"2111","true","Phoenix","AZ","2","Low"
"2112","true","Litchfield Park","AZ","4","Low"
"2113","true","Glendale","AZ","5","Low"
"2114","false","Scottsdale","AZ","3","Low"
"2115","true","Phoenix","AZ","3.5","Low"
"2116","true","Mesa","AZ","5","Low"
"2117","true","Chandler","AZ","5","Low"
"2118","true","Mesa","AZ","3","Medium"
"2119","true","Phoenix","AZ","3","Low"
"2120","true","Phoenix","AZ","3.5","Low"
"2121","true","Buckeye","AZ","3","Low"
"2122","true","Tempe","AZ","3","Low"
"2123","false","Chandler","AZ","4","Low"
"2124","true","Tempe","AZ","5","Low"
"2125","true","Tempe","AZ","3.5","Low"
"2126","true","Mesa","AZ","2.5","Low"
"2127","true","Goodyear","AZ","3","Low"
"2128","true","Peoria","AZ","4","Low"
"2129","true","Tempe","AZ","3.5","Low"
"2130","true","Phoenix","AZ","3.5","Medium"
"2131","true","Chandler","AZ","5","Low"
"2132","true","Scottsdale","AZ","4","Medium"
"2133","false","Chandler","AZ","3","Low"
"2134","true","Mesa","AZ","5","Low"
"2135","false","Scottsdale","AZ","3.5","Medium"
"2136","true","Phoenix","AZ","1.5","Low"
"2137","true","Scottsdale","AZ","3","Low"
"2138","true","Phoenix","AZ","3.5","Low"
"2139","true","Phoenix","AZ","5","Low"
"2140","true","Tempe","AZ","2.5","Low"
"2141","true","Mesa","AZ","4.5","Low"
"2142","true","Scottsdale","AZ","3.5","Low"
"2143","true","Tempe","AZ","2.5","Low"
"2144","true","Gilbert","AZ","3.5","Low"
"2145","true","Tempe","AZ","3","Medium"
"2146","true","Phoenix","AZ","4.5","Low"
"2147","true","Phoenix","AZ","2.5","Low"
"2148","true","Chandler","AZ","3.5","Low"
"2149","true","Scottsdale","AZ","2.5","Low"
"2150","true","Mesa","AZ","4","Low"
"2151","true","Tempe","AZ","4.5","Medium"
"2152","true","Mesa","AZ","3","Low"
"2153","true","Phoenix","AZ","5","Low"
"2154","true","Phoenix","AZ","4","Medium"
"2155","true","Mesa","AZ","3","Medium"
"2156","true","Scottsdale","AZ","3.5","Low"
"2157","true","Goodyear","AZ","4.5","Low"
"2158","true","Casa Grande","AZ","4","Low"
"2159","true","Phoenix","AZ","4.5","Medium"
"2160","true","Surprise","AZ","4","Low"
"2161","true","Phoenix","AZ","3","Low"
"2162","true","Glendale","AZ","3","Low"
"2163","true","Mesa","AZ","3.5","Medium"
"2164","true","Phoenix","AZ","3","Medium"
"2165","true","Gilbert","AZ","4","Medium"
"2166","true","Scottsdale","AZ","5","Low"
"2167","true","Scottsdale","AZ","4","High"
"2168","true","Mesa","AZ","5","Low"
"2169","true","Phoenix","AZ","4.5","Low"
"2170","true","Phoenix","AZ","4","Low"
"2171","true","Glendale","AZ","4","Medium"
"2172","true","Glendale","AZ","3.5","Low"
"2173","true","Mesa","AZ","3","Low"
"2174","true","Scottsdale","AZ","4","Medium"
"2175","false","Glendale","AZ","3.5","Low"
"2176","true","Phoenix","AZ","5","Low"
"2177","true","Chandler","AZ","3.5","Low"
"2178","true","Phoenix","AZ","4.5","Uber"
"2179","true","Phoenix","AZ","3.5","Medium"
"2180","true","Casa Grande","AZ","3.5","Low"
"2181","true","Scottsdale","AZ","4.5","Low"
"2182","true","Chandler","AZ","3.5","Medium"
"2183","true","Chandler","AZ","4.5","Medium"
"2184","true","Tempe","AZ","3.5","Low"
"2185","true","Phoenix","AZ","4","High"
"2186","true","Tempe","AZ","4","Low"
"2187","true","Phoenix","AZ","3.5","Low"
"2188","true","Scottsdale","AZ","1.5","Low"
"2189","true","Phoenix","AZ","5","Low"
"2190","true","Glendale","AZ","3","Low"
"2191","true","Higley","AZ","4.5","Low"
"2192","true","Tempe","AZ","1.5","Low"
"2193","true","Phoenix","AZ","4","Medium"
"2194","true","Mesa","AZ","4.5","Low"
"2195","true","Phoenix","AZ","3.5","Low"
"2196","true","Phoenix","AZ","4","Low"
"2197","true","Scottsdale","AZ","2","Low"
"2198","true","Peoria","AZ","3","Low"
"2199","false","Phoenix","AZ","3.5","Medium"
"2200","true","Scottsdale","AZ","3.5","Low"
"2201","true","Chandler","AZ","5","Low"
"2202","false","Gilbert","AZ","3","Low"
"2203","false","Scottsdale","AZ","2.5","Low"
"2204","true","Scottsdale","AZ","5","Low"
"2205","true","Ahwatukee","AZ","4","High"
"2206","false","Scottsdale","AZ","4.5","Low"
"2207","true","Queen Creek","AZ","3","Low"
"2208","true","Phoenix","AZ","3.5","Low"
"2209","true","Scottsdale","AZ","4","Medium"
"2210","true","San Tan Valley","AZ","4","Low"
"2211","true","Gilbert","AZ","4.5","Low"
"2212","true","Peoria","AZ","2","Low"
"2213","true","Surprise","AZ","5","Low"
"2214","true","Gilbert","AZ","4","High"
"2215","true","Scottsdale","AZ","5","Low"
"2216","true","Chandler","AZ","4","Low"
"2217","true","Chandler","AZ","4.5","Low"
"2218","true","Glendale","AZ","3","Low"
"2219","true","Mesa","AZ","5","Low"
"2220","true","Scottsdale","AZ","3.5","Low"
"2221","false","Mesa","AZ","4","Low"
"2222","true","Scottsdale","AZ","3.5","Low"
"2223","false","Scottsdale","AZ","3","Medium"
"2224","true","Mesa","AZ","3.5","Low"
"2225","true","Chandler","AZ","2","Low"
"2226","true","Chandler","AZ","1.5","Low"
"2227","true","Phoenix","AZ","3","Low"
"2228","true","Scottsdale","AZ","5","Low"
"2229","true","Phoenix","AZ","3","Low"
"2230","true","Wickenburg","AZ","4","Medium"
"2231","true","Phoenix","AZ","4","Low"
"2232","true","Mesa","AZ","2","Low"
"2233","true","Peoria","AZ","3","Low"
"2234","true","Scottsdale","AZ","4","Medium"
"2235","false","Scottsdale","AZ","3.5","Low"
"2236","true","Phoenix","AZ","5","Low"
"2237","true","Chandler","AZ","4","Low"
"2238","true","Mesa","AZ","3","Low"
"2239","false","Scottsdale","AZ","4.5","Low"
"2240","true","Phoenix","AZ","4","Low"
"2241","true","Peoria","AZ","4","Low"
"2242","false","Phoenix","AZ","3.5","Low"
"2243","true","Queen Creek","AZ","4","High"
"2244","true","Mesa","AZ","3.5","Low"
"2245","false","Tempe","AZ","4","Medium"
"2246","true","Chandler","AZ","2.5","Low"
"2247","true","Phoenix","AZ","2","Medium"
"2248","true","Tempe","AZ","1","Low"
"2249","true","Scottsdale","AZ","4.5","Low"
"2250","false","Phoenix","AZ","2.5","Low"
"2251","true","Gilbert","AZ","4.5","Low"
"2252","true","Scottsdale","AZ","3.5","Low"
"2253","true","Phoenix","AZ","3","Medium"
"2254","true","Mesa","AZ","3.5","Medium"
"2255","true","Cave Creek","AZ","3.5","Medium"
"2256","true","Phoenix","AZ","3","Low"
"2257","true","Phoenix","AZ","3.5","Medium"
"2258","true","Phoenix","AZ","4","Low"
"2259","true","Phoenix","AZ","3","Low"
"2260","true","Scottsdale","AZ","3.5","Low"
"2261","true","Phoenix","AZ","3","Medium"
"2262","true","Scottsdale","AZ","3","High"
"2263","true","Tempe","AZ","3.5","Low"
"2264","true","Mesa","AZ","5","Low"
"2265","true","Laveen","AZ","4","Low"
"2266","true","Chandler","AZ","4","Low"
"2267","true","Glendale","AZ","3.5","Medium"
"2268","true","Scottsdale","AZ","3.5","Low"
"2269","true","Glendale","AZ","3.5","Low"
"2270","false","Scottsdale","AZ","4","Low"
"2271","true","Chandler","AZ","4","Medium"
"2272","true","Chandler","AZ","3.5","Low"
"2273","true","Tempe","AZ","3.5","Medium"
"2274","true","Phoenix","AZ","5","Low"
"2275","true","Phoenix","AZ","3","Medium"
"2276","true","Mesa","AZ","5","Low"
"2277","true","Phoenix","AZ","3.5","Low"
"2278","true","Tempe","AZ","3.5","Medium"
"2279","true","Scottsdale","AZ","3","Medium"
"2280","true","Glendale","AZ","4.5","Low"
"2281","true","Glendale","AZ","5","Low"
"2282","true","Mesa","AZ","4","Low"
"2283","true","Mesa","AZ","5","Medium"
"2284","true","Chandler","AZ","2.5","Low"
"2285","true","Gilbert","AZ","3.5","Low"
"2286","true","Chandler","AZ","3.5","Low"
"2287","false","Phoenix","AZ","3","Low"
"2288","false","Chandler","AZ","4","Medium"
"2289","true","Scottsdale","AZ","3.5","Medium"
"2290","true","Tempe","AZ","5","Low"
"2291","true","Phoenix","AZ","5","Low"
"2292","true","Tempe","AZ","3","Low"
"2293","true","Scottsdale","AZ","4","Medium"
"2294","false","Surprise","AZ","4.5","Low"
"2295","true","Scottsdale","AZ","4.5","Low"
"2296","true","Carefree","AZ","5","Low"
"2297","true","Phoenix","AZ","3","Low"
"2298","true","Phoenix","AZ","3.5","Low"
"2299","true","Scottsdale","AZ","4.5","Low"
"2300","true","Chandler","AZ","2.5","Low"
"2301","false","Scottsdale","AZ","3","Low"
"2302","true","Cave Creek","AZ","4.5","Low"
"2303","true","Peoria","AZ","4","Low"
"2304","true","Mesa","AZ","3.5","Low"
"2305","true","Tempe","AZ","2.5","Medium"
"2306","true","Surprise","AZ","4.5","Low"
"2307","true","Phoenix","AZ","3","Low"
"2308","true","Mesa","AZ","2.5","Low"
"2309","true","Phoenix","AZ","4.5","Low"
"2310","true","Mesa","AZ","4","Medium"
"2311","true","Phoenix","AZ","4","Low"
"2312","true","Scottsdale","AZ","4.5","Low"
