"business_id","day_id","opening_time","closing_time"
"3224","7","7AM","3PM"
"3225","2","11AM","9PM"
"3225","3","11AM","9PM"
"3225","4","11AM","9PM"
"3225","5","11AM","9PM"
"3225","6","11AM","9PM"
"3225","7","11AM","9PM"
"3227","1","10AM","6PM"
"3227","2","9AM","9PM"
"3227","3","9AM","9PM"
"3227","4","9AM","9PM"
"3227","5","9AM","9PM"
"3227","6","9AM","9PM"
"3227","7","9AM","9PM"
"3229","1","12PM","10PM"
"3229","2","12PM","10PM"
"3229","3","12PM","10PM"
"3229","4","12PM","10PM"
"3229","5","12PM","10PM"
"3229","6","12PM","10PM"
"3229","7","12PM","10PM"
"3230","2","6AM","7PM"
"3230","3","9AM","7PM"
"3230","4","6AM","7PM"
"3230","5","9AM","7PM"
"3230","6","6AM","5PM"
"3232","2","11AM","9PM"
"3232","3","11AM","9PM"
"3232","4","11AM","9PM"
"3232","5","11AM","9PM"
"3232","6","11AM","9PM"
"3232","7","11AM","9PM"
"3233","1","10AM","5PM"
"3233","2","9AM","7PM"
"3233","3","9AM","7PM"
"3233","4","9AM","7PM"
"3233","5","9AM","7PM"
"3233","6","9AM","7PM"
"3233","7","9AM","6PM"
"3235","1","12PM","5PM"
"3235","2","9AM","5PM"
"3235","3","9AM","5PM"
"3235","4","9AM","5PM"
"3235","5","9AM","5PM"
"3235","6","9AM","5PM"
"3235","7","10AM","5PM"
"3236","1","8AM","5PM"
"3236","2","7AM","7PM"
"3236","3","7AM","7PM"
"3236","4","7AM","7PM"
"3236","5","7AM","7PM"
"3236","6","7AM","7PM"
"3236","7","7AM","6PM"
"3238","1","11AM","12AM"
"3238","2","11AM","12AM"
"3238","3","11AM","12AM"
"3238","4","11AM","12AM"
"3238","5","11AM","12AM"
"3238","6","11AM","12AM"
"3238","7","11AM","12AM"
"3239","2","7AM","5PM"
"3239","3","7AM","5PM"
"3239","4","7AM","5PM"
"3239","5","7AM","5PM"
"3239","6","7AM","5PM"
"3240","2","10AM","7PM"
"3240","3","10AM","7PM"
"3240","4","10AM","7PM"
"3240","5","10AM","7PM"
"3240","6","10AM","7PM"
"3240","7","10AM","6PM"
"3241","2","8AM","5PM"
"3241","3","8AM","5PM"
"3241","4","8AM","5PM"
"3241","5","8AM","5PM"
"3241","6","8AM","5PM"
"3241","7","9AM","1PM"
"3243","2","11AM","3PM"
"3243","3","4PM","8PM"
"3243","4","4PM","8PM"
"3243","5","4PM","8PM"
"3243","6","4PM","8PM"
"3243","7","11AM","3PM"
"3247","2","9AM","6PM"
"3247","3","11AM","6PM"
"3247","4","9PM","6PM"
"3247","5","11PM","6PM"
"3247","7","9PM","5PM"
"3248","2","8AM","6PM"
"3248","3","8AM","6PM"
"3248","4","8AM","6PM"
"3248","5","8AM","12PM"
"3248","6","8AM","6PM"
"3249","1","10AM","8PM"
"3249","2","10AM","8PM"
"3249","3","10AM","8PM"
"3249","4","10AM","8PM"
"3249","5","10AM","8PM"
"3249","6","10AM","8PM"
"3249","7","10AM","8PM"
"3250","1","10AM","4PM"
"3250","2","10AM","7PM"
"3250","3","10AM","7PM"
"3250","4","10AM","7PM"
"3250","5","10AM","7PM"
"3250","6","10AM","7PM"
"3250","7","10AM","4PM"
"3251","1","11AM","9PM"
"3251","2","11AM","9PM"
"3251","3","11AM","9PM"
"3251","4","11AM","9PM"
"3251","5","11AM","9PM"
"3251","6","11AM","10PM"
"3251","7","11AM","10PM"
"3253","1","6AM","10PM"
"3253","2","6AM","10PM"
"3253","3","6AM","10PM"
"3253","4","6AM","10PM"
"3253","5","6AM","10PM"
"3253","6","6AM","10PM"
"3253","7","6AM","10PM"
"3254","1","11AM","6PM"
"3254","2","11AM","9PM"
"3254","3","11AM","9PM"
"3254","4","11AM","9PM"
"3254","5","11AM","9PM"
"3254","6","11AM","9PM"
"3254","7","11AM","9PM"
"3255","1","7AM","2PM"
"3255","2","6AM","6PM"
"3255","3","6AM","6PM"
"3255","4","6AM","6PM"
"3255","5","6AM","6PM"
"3255","6","6AM","6PM"
"3255","7","6AM","3PM"
"3261","2","7PM","10PM"
"3261","3","7PM","10PM"
"3261","4","7PM","10PM"
"3261","5","7PM","10PM"
"3261","6","7PM","10PM"
"3261","7","7PM","10PM"
"3262","1","10AM","5PM"
"3262","2","9AM","7PM"
"3262","3","9AM","7PM"
"3262","4","9AM","7PM"
"3262","5","9AM","7PM"
"3262","6","9AM","7PM"
"3262","7","9AM","6PM"
"3263","1","12AM","12AM"
"3263","2","12AM","12AM"
"3263","3","12AM","12AM"
"3263","4","12AM","12AM"
"3263","5","12AM","12AM"
"3263","6","12AM","12AM"
"3263","7","12AM","12AM"
"3269","1","11AM","10PM"
"3269","2","11AM","10PM"
"3269","3","11AM","10PM"
"3269","4","11AM","10PM"
"3269","5","11AM","10PM"
"3269","6","11AM","10PM"
"3269","7","11AM","10PM"
"3272","1","9AM","9PM"
"3272","2","11AM","7PM"
"3272","3","9AM","8PM"
"3272","4","9AM","8PM"
"3272","5","9AM","8PM"
"3272","6","9AM","8PM"
"3272","7","9AM","9PM"
"3276","2","10AM","6PM"
"3276","3","10AM","6PM"
"3276","4","10AM","6PM"
"3276","5","10AM","6PM"
"3276","6","10AM","6PM"
"3276","7","10AM","5PM"
"3278","1","11AM","4PM"
"3278","2","10AM","7PM"
"3278","3","10AM","7PM"
"3278","4","10AM","7PM"
"3278","5","10AM","7PM"
"3278","6","10AM","7PM"
"3278","7","9AM","5PM"
"3282","3","11AM","9PM"
"3282","4","11AM","9PM"
"3282","5","11AM","9PM"
"3282","6","11AM","10PM"
"3282","7","11AM","10PM"
"3284","1","11AM","9PM"
"3284","2","11AM","9PM"
"3284","3","11AM","9PM"
"3284","4","11AM","9PM"
"3284","5","11AM","9PM"
"3284","6","11AM","9PM"
"3284","7","11AM","9PM"
"3285","1","1PM","6PM"
"3285","2","9AM","6PM"
"3285","3","9AM","8PM"
"3285","4","9AM","8PM"
"3285","5","11AM","8PM"
"3285","6","9AM","6PM"
"3285","7","9AM","6PM"
"3287","4","10AM","6PM"
"3287","5","10AM","6PM"
"3287","6","10AM","6PM"
"3287","7","10AM","6PM"
"3289","1","10AM","9PM"
"3289","2","10AM","9PM"
"3289","3","10AM","9PM"
"3289","4","10AM","9PM"
"3289","5","10AM","9PM"
"3289","6","10AM","9PM"
"3289","7","10AM","9PM"
"3291","3","7AM","4PM"
"3291","4","7AM","4PM"
"3291","5","7AM","4PM"
"3291","6","7AM","4PM"
"3291","7","7AM","4PM"
"3293","1","10AM","10PM"
"3293","2","5PM","10PM"
"3293","3","5PM","10PM"
"3293","4","5PM","10PM"
"3293","5","5PM","10PM"
"3293","6","5PM","10PM"
"3293","7","5PM","10PM"
"3295","1","9AM","3PM"
"3295","2","11AM","2PM"
"3295","3","11AM","2PM"
"3295","4","11AM","2PM"
"3295","5","11AM","2PM"
"3295","6","11AM","2PM"
"3295","7","9AM","3PM"
"3297","3","6PM","8PM"
"3297","4","6PM","8PM"
"3297","5","6PM","8PM"
"3297","6","7PM","9PM"
"3297","7","7PM","9PM"
"3298","1","11AM","3PM"
"3298","2","9AM","5PM"
"3298","3","9AM","5PM"
"3298","4","9AM","5PM"
"3298","5","9AM","5PM"
"3298","6","9AM","5PM"
"3298","7","10AM","5PM"
"3299","1","10AM","6PM"
"3299","2","9AM","8PM"
"3299","3","9AM","8PM"
"3299","4","9AM","8PM"
"3299","5","9AM","8PM"
"3299","6","9AM","8PM"
"3299","7","9AM","8PM"
"3300","2","7AM","6PM"
"3300","3","7AM","6PM"
"3300","4","7AM","6PM"
"3300","5","7AM","6PM"
"3300","6","7AM","6PM"
"3301","2","10AM","7PM"
"3301","3","10AM","7PM"
"3301","4","4PM","8PM"
"3301","5","10AM","7PM"
"3301","6","10AM","7PM"
"3301","7","8PM","12PM"
"3305","1","12PM","8PM"
"3305","2","11AM","9PM"
"3305","3","11AM","9PM"
"3305","4","11AM","9PM"
"3305","5","11AM","9PM"
"3305","6","11AM","10PM"
"3305","7","11AM","10PM"
"3306","1","10AM","8PM"
"3306","2","11AM","8PM"
"3306","3","11AM","8PM"
"3306","4","11AM","8PM"
"3306","5","11AM","8PM"
"3306","6","11AM","8PM"
"3306","7","11AM","8PM"
"3308","2","7AM","3PM"
"3308","3","7AM","3PM"
"3308","4","7AM","3PM"
"3308","5","7AM","3PM"
"3308","6","7AM","3PM"
"3309","2","7AM","6PM"
"3309","3","7AM","6PM"
"3309","4","7AM","6PM"
"3309","5","7AM","6PM"
"3309","6","7AM","2PM"
"3315","2","9AM","5PM"
"3315","3","9AM","5PM"
"3315","4","9AM","5PM"
"3315","5","9AM","5PM"
"3315","6","9AM","5PM"
"3315","7","9AM","3PM"
"3317","1","11AM","2AM"
"3317","2","11AM","2AM"
"3317","3","11AM","2AM"
"3317","4","11AM","2AM"
"3317","5","11AM","2AM"
"3317","6","11AM","2AM"
"3317","7","11AM","2AM"
"3323","1","10AM","5PM"
"3323","3","10AM","7PM"
"3323","4","10AM","7PM"
"3323","5","10AM","7PM"
"3323","6","10AM","7PM"
"3323","7","10AM","5PM"
"3324","2","6AM","8PM"
"3324","3","6AM","7PM"
"3324","4","6AM","8PM"
"3324","5","6AM","7PM"
"3324","6","6AM","8PM"
"3324","7","8AM","12PM"
"3325","2","8AM","9PM"
"3325","3","8AM","6PM"
"3325","4","8AM","6PM"
"3325","5","8AM","9PM"
"3325","6","8AM","6PM"
"3326","1","12PM","5PM"
"3326","2","10AM","5PM"
"3326","3","10AM","5PM"
"3326","4","10AM","5PM"
"3326","5","10AM","5PM"
"3326","6","10AM","5PM"
"3326","7","10AM","5PM"
"3328","1","12PM","9PM"
"3328","2","11AM","9PM"
"3328","3","11AM","9PM"
"3328","4","11AM","9PM"
"3328","5","11AM","9PM"
"3328","6","11AM","9PM"
"3328","7","11AM","9PM"
"3331","2","9AM","9PM"
"3331","3","9AM","9PM"
"3331","4","9AM","9PM"
"3331","5","9AM","9PM"
"3331","6","9AM","5PM"
"3331","7","8AM","7PM"
"3333","1","12PM","6PM"
"3333","2","10AM","8PM"
"3333","3","10AM","8PM"
"3333","4","10AM","8PM"
"3333","5","10AM","8PM"
"3333","6","10AM","9PM"
"3333","7","10AM","8PM"
"3335","1","9AM","5PM"
"3335","2","8AM","7PM"
"3335","3","8AM","7PM"
"3335","4","8AM","7PM"
"3335","5","8AM","7PM"
"3335","6","8AM","7PM"
"3335","7","8AM","5PM"
"3338","2","6AM","6PM"
"3338","3","6AM","6PM"
"3338","4","6AM","6PM"
"3338","5","6AM","6PM"
"3338","6","6AM","6PM"
"3338","7","6AM","3PM"
"3339","1","5AM","9PM"
"3339","2","5AM","9PM"
"3339","3","5AM","9PM"
"3339","4","5AM","9PM"
"3339","5","5AM","9PM"
"3339","6","5AM","9PM"
"3339","7","5AM","9PM"
"3340","1","9AM","12AM"
"3340","2","11AM","12AM"
"3340","3","11AM","12AM"
"3340","4","11AM","12AM"
"3340","5","11AM","12AM"
"3340","6","11AM","12AM"
"3340","7","9AM","12AM"
"3342","1","11AM","2AM"
"3342","2","11AM","2AM"
"3342","3","11AM","2AM"
"3342","4","11AM","2AM"
"3342","5","11AM","2AM"
"3342","6","11AM","2AM"
"3342","7","11AM","2AM"
"3343","1","11AM","6PM"
"3343","2","10AM","9PM"
"3343","3","10AM","9PM"
"3343","4","10AM","9PM"
"3343","5","10AM","9PM"
"3343","6","10AM","9PM"
"3343","7","10AM","9PM"
"3344","1","10AM","9PM"
"3344","2","10AM","9PM"
"3344","3","10AM","9PM"
"3344","4","10AM","9PM"
"3344","5","10AM","9PM"
"3344","6","10AM","9PM"
"3344","7","10AM","9PM"
"3347","2","9AM","5PM"
"3347","3","9AM","5PM"
"3347","4","9AM","5PM"
"3347","5","9AM","5PM"
"3347","6","9AM","5PM"
"3347","7","9AM","4PM"
"3351","1","9AM","5PM"
"3351","2","9AM","5PM"
"3351","3","9AM","5PM"
"3351","4","9AM","5PM"
"3351","5","9AM","5PM"
"3351","6","9AM","5PM"
"3351","7","9AM","5PM"
"3355","1","11AM","9PM"
"3355","2","11AM","9PM"
"3355","3","11AM","9PM"
"3355","4","11AM","9PM"
"3355","5","11AM","9PM"
"3355","6","11AM","10PM"
"3355","7","11AM","10PM"
"3356","1","9AM","5PM"
"3356","2","9AM","5PM"
"3356","3","9AM","5PM"
"3356","4","9AM","5PM"
"3356","5","9AM","5PM"
"3356","6","9AM","5PM"
"3356","7","9AM","5PM"
"3358","2","7AM","5PM"
"3358","3","7AM","5PM"
"3358","4","7AM","5PM"
"3358","5","7AM","5PM"
"3358","6","7AM","5PM"
"3360","1","11AM","5PM"
"3360","2","10AM","7PM"
"3360","3","10AM","7PM"
"3360","4","10AM","7PM"
"3360","5","10AM","7PM"
"3360","6","10AM","7PM"
"3360","7","10AM","6PM"
"3364","1","4PM","8PM"
"3364","3","4PM","9PM"
"3364","4","4PM","9PM"
"3364","5","4PM","9PM"
"3364","6","4PM","10PM"
"3364","7","4PM","10PM"
"3366","1","10AM","5PM"
"3366","2","9AM","9PM"
"3366","3","9AM","9PM"
"3366","4","9AM","9PM"
"3366","5","9AM","9PM"
"3366","6","9AM","9PM"
"3366","7","9AM","6PM"
"3369","2","5PM","6PM"
"3369","3","9AM","10AM"
"3369","5","9AM","10AM"
"3369","7","9AM","10AM"
"3372","2","11AM","9PM"
"3372","3","11AM","9PM"
"3372","4","11AM","9PM"
"3372","5","11AM","9PM"
"3372","6","11AM","9PM"
"3372","7","11AM","9PM"
"3373","1","11AM","10PM"
"3373","2","10AM","10PM"
"3373","3","10AM","10PM"
"3373","4","10AM","10PM"
"3373","5","10AM","10PM"
"3373","6","10AM","12AM"
"3373","7","10AM","12AM"
"3374","1","11AM","9PM"
"3374","2","12PM","9PM"
"3374","3","12PM","9PM"
"3374","4","11AM","9PM"
"3374","5","11AM","9PM"
"3374","6","11AM","9PM"
"3374","7","11AM","12AM"
"3376","1","5PM","9PM"
"3376","2","5PM","9PM"
"3376","3","5PM","9PM"
"3376","4","5PM","9PM"
"3376","5","5PM","9PM"
"3376","6","5PM","9PM"
"3376","7","5PM","9PM"
"3378","1","9AM","9PM"
"3378","2","11AM","9PM"
"3378","3","11AM","9PM"
"3378","4","11AM","9PM"
"3378","5","11AM","9PM"
"3378","6","11AM","10PM"
"3378","7","9AM","10PM"
"3379","1","12PM","10PM"
"3379","2","12PM","10PM"
"3379","3","12PM","10PM"
"3379","4","12PM","10PM"
"3379","5","12PM","10PM"
"3379","6","12PM","11PM"
"3379","7","12PM","11PM"
"3380","1","10AM","8PM"
"3380","2","10AM","8PM"
"3380","3","10AM","8PM"
"3380","4","10AM","8PM"
"3380","5","10AM","8PM"
"3380","6","10AM","8PM"
"3380","7","10AM","8PM"
"3383","1","1PM","2AM"
"3383","2","1PM","2AM"
"3383","3","1PM","2AM"
"3383","4","1PM","2AM"
"3383","5","1PM","2AM"
"3383","6","1PM","2AM"
"3383","7","1PM","2AM"
"3384","2","10AM","6PM"
"3384","3","10AM","6PM"
"3384","4","10AM","6PM"
"3384","5","10AM","6PM"
"3384","6","10AM","6PM"
"3389","1","9AM","9PM"
"3389","2","11AM","7PM"
"3389","3","9AM","8PM"
"3389","4","9AM","8PM"
"3389","5","9AM","8PM"
"3389","6","9AM","8PM"
"3389","7","9AM","9PM"
"3391","2","7AM","6PM"
"3391","3","7AM","6PM"
"3391","4","7AM","6PM"
"3391","5","7AM","6PM"
"3391","6","7AM","6PM"
"3394","1","11AM","9PM"
"3394","2","10AM","9PM"
"3394","3","10AM","9PM"
"3394","4","10AM","9PM"
"3394","5","10AM","9PM"
"3394","6","10AM","10PM"
"3394","7","10AM","10PM"
"3397","1","6AM","6AM"
"3397","2","6AM","6AM"
"3397","3","6AM","6AM"
"3397","4","6AM","6AM"
"3397","5","6AM","6AM"
"3397","6","6AM","6AM"
"3397","7","6AM","6AM"
"3398","2","10AM","5PM"
"3398","3","10AM","5PM"
"3398","4","10AM","5PM"
"3398","5","10AM","5PM"
"3398","6","10AM","5PM"
"3398","7","10AM","5PM"
"3399","2","9AM","5PM"
"3399","3","9AM","5PM"
"3399","4","9AM","5PM"
"3399","5","9AM","5PM"
"3399","6","9AM","5PM"
"3399","7","9AM","1PM"
"3404","1","11AM","10PM"
"3404","2","11AM","10PM"
"3404","3","11AM","10PM"
"3404","4","11AM","10PM"
"3404","5","11AM","10PM"
"3404","6","11AM","11PM"
"3404","7","11AM","11PM"
"3407","1","9AM","3PM"
"3407","2","9AM","6PM"
"3407","3","9AM","6PM"
"3407","4","9AM","6PM"
"3407","5","9AM","6PM"
"3407","6","9AM","6PM"
"3407","7","9AM","4PM"
"3410","2","7AM","2PM"
"3410","3","7AM","2PM"
"3410","4","7AM","2PM"
"3410","5","7AM","2PM"
"3410","6","7AM","11PM"
"3410","7","7AM","2PM"
"3411","1","1PM","6PM"
"3411","2","10AM","8PM"
"3411","3","10AM","8PM"
"3411","4","10AM","8PM"
"3411","5","10AM","8PM"
"3411","6","10AM","8PM"
"3411","7","10AM","8PM"
"3413","2","6AM","5PM"
"3413","3","6AM","5PM"
"3413","4","6AM","5PM"
"3413","5","6AM","5PM"
"3413","6","6AM","5PM"
"3415","1","8AM","8PM"
"3415","2","6AM","9PM"
"3415","3","6AM","9PM"
"3415","4","6AM","9PM"
"3415","5","6AM","9PM"
"3415","6","6AM","9PM"
"3415","7","6AM","9PM"
"3419","4","12PM","6PM"
"3419","5","10AM","7PM"
"3419","6","10AM","7PM"
"3419","7","9AM","5PM"
"3421","2","6AM","9PM"
"3421","3","6AM","9PM"
"3421","4","6AM","9PM"
"3421","5","6AM","9PM"
"3421","6","6AM","10PM"
"3421","7","7AM","10PM"
"3423","1","7AM","1PM"
"3423","2","7AM","2PM"
"3423","3","7AM","2PM"
"3423","4","7AM","2PM"
"3423","5","7AM","2PM"
"3423","6","7AM","2PM"
"3423","7","7AM","1PM"
"3425","2","8AM","6PM"
"3425","3","8AM","6PM"
"3425","4","8AM","6PM"
"3425","5","8AM","6PM"
"3425","6","8AM","6PM"
"3425","7","7AM","12PM"
"3428","2","7AM","5PM"
"3428","3","7AM","5PM"
"3428","4","7AM","5PM"
"3428","5","7AM","5PM"
"3428","6","7AM","5PM"
"3433","1","11AM","6PM"
"3433","2","11AM","8PM"
"3433","3","11AM","8PM"
"3433","4","11AM","8PM"
"3433","5","11AM","8PM"
"3433","6","11AM","8PM"
"3433","7","11AM","8PM"
"3436","1","12PM","10PM"
"3436","2","12PM","10PM"
"3436","3","12PM","10PM"
"3436","4","12PM","10PM"
"3436","5","12PM","10PM"
"3436","6","12PM","10PM"
"3436","7","12PM","10PM"
"3438","1","11AM","2AM"
"3438","2","11AM","2AM"
"3438","3","11AM","2AM"
"3438","4","11AM","2AM"
"3438","5","11AM","2AM"
"3438","6","11AM","2AM"
"3438","7","11AM","2AM"
"3439","1","11AM","6PM"
"3439","2","10AM","8PM"
"3439","3","10AM","8PM"
"3439","4","10AM","8PM"
"3439","5","10AM","8PM"
"3439","6","10AM","8PM"
"3439","7","10AM","6PM"
"3440","2","9AM","6PM"
"3440","3","10AM","6PM"
"3440","4","9AM","6PM"
"3440","5","9AM","6PM"
"3440","6","10AM","6PM"
"3440","7","9AM","6PM"
"3443","1","12AM","12AM"
"3443","2","12AM","12AM"
"3443","3","12AM","12AM"
"3443","4","12AM","12AM"
"3443","5","12AM","12AM"
"3443","6","12AM","12AM"
"3443","7","12AM","12AM"
"3444","1","12PM","5PM"
"3444","2","11AM","8PM"
"3444","3","11AM","8PM"
"3444","4","11AM","8PM"
"3444","5","11AM","8PM"
"3444","6","11AM","10PM"
"3444","7","11AM","8PM"
"3446","1","6AM","9PM"
"3446","2","6AM","9PM"
"3446","3","6AM","9PM"
"3446","4","6AM","9PM"
"3446","5","6AM","9PM"
"3446","6","6AM","9PM"
"3446","7","6AM","9PM"
"3447","1","6AM","3PM"
"3447","2","6AM","5PM"
"3447","3","6AM","5PM"
"3447","4","6AM","5PM"
"3447","5","6AM","5PM"
"3447","6","6AM","5PM"
"3447","7","6AM","5PM"
"3449","1","11AM","9PM"
"3449","2","11AM","9PM"
"3449","3","11AM","9PM"
"3449","4","11AM","9PM"
"3449","5","11AM","9PM"
"3449","6","11AM","10PM"
"3449","7","11AM","10PM"
"3451","1","11AM","4PM"
"3451","7","11AM","5PM"
"3455","2","8AM","5PM"
"3455","3","8AM","5PM"
"3455","4","8AM","5PM"
"3455","5","8AM","5PM"
"3455","6","8AM","5PM"
"3456","1","4PM","10PM"
"3456","2","4PM","10PM"
"3456","3","4PM","10PM"
"3456","4","4PM","10PM"
"3456","5","4PM","10PM"
"3456","6","4PM","11PM"
"3456","7","4PM","11PM"
"3458","2","7AM","7PM"
"3458","3","7AM","7PM"
"3458","4","7AM","7PM"
"3458","5","7AM","7PM"
"3458","6","7AM","7PM"
"3458","7","8AM","1PM"
"3460","1","10AM","4PM"
"3460","2","8AM","7PM"
"3460","3","8AM","7PM"
"3460","4","8AM","7PM"
"3460","5","8AM","7PM"
"3460","6","8AM","7PM"
"3460","7","8AM","6PM"
"3461","2","5AM","8PM"
"3461","3","6AM","7PM"
"3461","4","5AM","7PM"
"3461","5","6AM","7PM"
"3461","6","5AM","5PM"
"3461","7","8AM","12PM"
"3462","1","11AM","6PM"
"3462","2","10AM","9PM"
"3462","3","10AM","9PM"
"3462","4","10AM","9PM"
"3462","5","10AM","9PM"
"3462","6","10AM","9PM"
"3462","7","10AM","9PM"
"3463","1","11AM","6PM"
"3463","2","10AM","9PM"
"3463","3","10AM","9PM"
"3463","4","10AM","9PM"
"3463","5","10AM","9PM"
"3463","6","10AM","9PM"
"3469","1","9AM","9PM"
"3469","2","7AM","9PM"
"3469","3","7AM","9PM"
"3469","4","7AM","9PM"
"3469","5","7AM","9PM"
"3469","6","7AM","9PM"
"3469","7","9AM","9PM"
"3474","1","11AM","4PM"
"3474","2","9AM","7PM"
"3474","3","9AM","7PM"
"3474","4","9AM","7PM"
"3474","5","9AM","7PM"
"3474","6","9AM","7PM"
"3474","7","9AM","6PM"
"3475","1","11AM","8PM"
"3475","2","11AM","9PM"
"3475","3","11AM","9PM"
"3475","4","11AM","9PM"
"3475","5","11AM","9PM"
"3475","6","11AM","10PM"
"3475","7","11AM","10PM"
"3476","1","8AM","9PM"
"3476","2","8AM","10PM"
"3476","3","8AM","10PM"
"3476","4","8AM","10PM"
"3476","5","8AM","10PM"
"3476","6","8AM","10PM"
"3476","7","8AM","10PM"
"3478","1","7AM","8PM"
"3478","2","7AM","8PM"
"3478","3","7AM","8PM"
"3478","4","7AM","8PM"
"3478","5","7AM","8PM"
"3478","6","7AM","10PM"
"3478","7","7AM","10PM"
"3480","1","9AM","2PM"
"3480","5","4PM","10PM"
"3480","7","9AM","2PM"
"3482","1","7AM","10PM"
"3482","2","8AM","10PM"
"3482","3","7AM","10PM"
"3482","4","7AM","10PM"
"3482","5","7AM","10PM"
"3482","6","7AM","10PM"
"3482","7","7AM","10PM"
"3485","2","10AM","5PM"
"3485","3","10AM","5PM"
"3485","4","10AM","5PM"
"3485","5","10AM","5PM"
"3485","6","10AM","5PM"
"3485","7","10AM","5PM"
"3487","1","10AM","11PM"
"3487","2","9AM","1AM"
"3487","3","9AM","1AM"
"3487","4","9AM","1AM"
"3487","5","9AM","1AM"
"3487","6","9AM","1AM"
"3487","7","9AM","1AM"
"3489","2","9AM","6PM"
"3489","3","9AM","6PM"
"3489","4","9AM","6PM"
"3489","5","9AM","6PM"
"3489","6","9AM","6PM"
"3491","1","5PM","9PM"
"3491","2","11AM","2PM"
"3491","3","5PM","9PM"
"3491","4","5PM","9PM"
"3491","5","5PM","9PM"
"3491","6","11AM","2PM"
"3491","7","11AM","2PM"
"3494","1","10AM","7PM"
"3494","2","9AM","9PM"
"3494","3","9AM","9PM"
"3494","4","9AM","9PM"
"3494","5","9AM","9PM"
"3494","6","9AM","9PM"
"3494","7","10AM","9PM"
"3495","1","6AM","2AM"
"3495","2","6AM","2AM"
"3495","3","6AM","2AM"
"3495","4","6AM","2AM"
"3495","5","6AM","2AM"
"3495","6","6AM","2AM"
"3495","7","6AM","2AM"
"3498","2","7AM","4PM"
"3498","3","7AM","4PM"
"3498","4","7AM","4PM"
"3498","5","7AM","4PM"
"3502","2","8AM","5PM"
"3502","3","8AM","5PM"
"3502","4","8AM","5PM"
"3502","5","8AM","5PM"
"3502","6","8AM","5PM"
"3502","7","10AM","2PM"
"3503","2","8AM","6PM"
"3503","3","8AM","6PM"
"3503","4","8AM","6PM"
"3503","5","8AM","5PM"
"3503","6","8AM","5PM"
"3506","1","11AM","6PM"
"3506","2","10AM","9PM"
"3506","3","10AM","9PM"
"3506","4","10AM","9PM"
"3506","5","10AM","9PM"
"3506","6","10AM","9PM"
"3506","7","10AM","9PM"
"3508","2","8AM","5PM"
"3509","1","9AM","6PM"
"3509","2","7AM","7PM"
"3509","3","7AM","7PM"
"3509","4","7AM","7PM"
"3509","5","7AM","7PM"
"3509","6","7AM","7PM"
"3509","7","7AM","6PM"
"3510","1","6AM","5AM"
"3510","2","6AM","5AM"
"3510","3","6AM","5AM"
"3510","4","6AM","5AM"
"3510","5","6AM","5AM"
"3510","6","6AM","5AM"
"3510","7","6AM","5AM"
"3511","2","9AM","10PM"
"3514","1","11AM","1AM"
"3514","2","11AM","1AM"
"3514","3","11AM","1AM"
"3514","4","11AM","1AM"
"3514","5","11AM","1AM"
"3514","6","11AM","1AM"
"3514","7","11AM","1AM"
"3517","1","11AM","2PM"
"3517","2","10AM","5PM"
"3517","3","10AM","5PM"
"3517","4","10AM","5PM"
"3517","5","10AM","5PM"
"3517","6","10AM","5PM"
"3517","7","10AM","5PM"
"3519","2","10AM","6PM"
"3519","3","10AM","6PM"
"3519","4","10AM","6PM"
"3519","6","10AM","6PM"
"3519","7","10AM","3PM"
"3521","1","12AM","12AM"
"3521","2","12AM","12AM"
"3521","3","12AM","12AM"
"3521","4","12AM","12AM"
"3521","5","12AM","12AM"
"3521","6","12AM","12AM"
"3521","7","12AM","12AM"
"3523","1","7AM","3PM"
"3523","2","7AM","3PM"
"3523","3","7AM","3PM"
"3523","4","7AM","3PM"
"3523","5","7AM","3PM"
"3523","6","7AM","3PM"
"3523","7","7AM","3PM"
"3524","2","8AM","5PM"
"3524","3","8AM","5PM"
"3524","4","8AM","5PM"
"3524","5","8AM","5PM"
"3524","6","8AM","5PM"
"3526","2","7AM","7PM"
"3526","3","7AM","7PM"
"3526","4","7AM","7PM"
"3526","5","7AM","7PM"
"3526","6","7AM","8PM"
"3526","7","7AM","7PM"
"3528","1","5AM","9PM"
"3528","2","4AM","9PM"
"3528","3","4AM","9PM"
"3528","4","4AM","9PM"
"3528","5","4AM","9PM"
"3528","6","4AM","9PM"
"3528","7","4AM","9PM"
"3529","2","7AM","5PM"
"3529","3","7AM","5PM"
"3529","4","7AM","5PM"
"3529","5","7AM","5PM"
"3530","2","9AM","5PM"
"3530","3","9AM","5PM"
"3530","4","9AM","5PM"
"3530","5","9AM","5PM"
"3530","6","9AM","5PM"
"3530","7","9AM","5PM"
"3531","1","10AM","7PM"
"3531","2","10AM","9PM"
"3531","3","10AM","9PM"
"3531","4","10AM","9PM"
"3531","5","10AM","9PM"
"3531","6","10AM","9PM"
"3531","7","10AM","9PM"
"3532","2","9AM","3PM"
"3532","3","9AM","3PM"
"3532","4","9AM","3PM"
"3532","5","9AM","3PM"
"3532","6","9AM","3PM"
"3532","7","9AM","4PM"
"3536","1","10AM","7PM"
"3536","2","10AM","9PM"
"3536","3","10AM","9PM"
"3536","4","10AM","9PM"
"3536","5","10AM","9PM"
"3536","6","10AM","10PM"
"3536","7","10AM","10PM"
"3542","1","1PM","5PM"
"3542","2","9AM","5PM"
"3542","3","11AM","7PM"
