user_id,user_yelping_since_year,user_average_stars,user_votes_funny,user_votes_useful,user_votes_cool,user_fans
18448,2013,1.5,0,3,0,0
18449,2011,3.5,6,4,9,0
18450,2012,1,6,58,0,0
18451,2010,3.5,35,16,54,7
18452,2011,4,7,78,1,7
18453,2013,4,1,8,5,0
18454,2011,3.5,68,356,57,0
18455,2010,3.5,7,98,7,0
18456,2010,4,294,430,425,5
18457,2008,4.5,5,80,24,0
18458,2012,4.5,0,7,1,0
18459,2010,5,0,9,8,0
18460,2005,3,274,1424,403,8
18461,2011,3.5,0,3,0,0
18462,2011,3,0,2,0,0
18463,2011,4,0,6,7,0
18464,2012,1,0,3,0,0
18465,2010,4,2,9,4,6
18466,2010,3.5,1082,630,2098,75
18467,2014,4,0,0,0,0
18468,2009,5,6,91,9,0
18469,2012,1.5,3,1,0,0
18470,2011,1,8,0,0,0
18471,2009,5,0,4,0,0
18472,2010,3,38,26,62,2
18473,2013,4,0,5,0,0
18474,2013,3,0,4,0,0
18475,2013,5,0,0,0,0
18476,2009,3.5,5,16,8,0
18477,2011,1,91,2,0,0
18478,2013,5,0,0,0,0
18479,2010,4.5,0,0,0,0
18480,2012,4.5,8,3,9,0
18481,2013,5,0,7,0,0
18482,2011,4,63,285,49,9
18483,2011,2,0,6,7,0
18484,2013,3,0,3,0,0
18485,2009,4,0,3,2,5
18486,2012,3.5,7,5,0,0
18487,2012,3.5,8,1,5,0
18488,2013,4,0,4,8,0
18489,2011,5,0,0,0,0
18490,2009,3.5,0,1,5,0
18491,2012,2.5,1,88,0,0
18492,2008,4,63,418,87,7
18493,2011,4,9,2,9,0
18494,2013,4,0,1,7,0
18495,2012,4.5,0,3,0,0
18496,2010,4,3,29,8,0
18497,2013,2.5,6,4,0,0
18498,2010,2.5,0,4,7,0
18499,2013,4,0,4,4,0
18500,2010,2,2,1,9,0
18501,2011,4,0,3,0,0
18502,2013,4,77,72,93,4
18503,2010,1,7,1,5,0
18504,2011,4,3,7,4,0
18505,2010,3,6,89,0,0
18506,2010,4,0,5,0,0
18507,2012,4,85,131,86,6
18508,2013,5,0,0,0,0
18509,2012,3.5,0,8,0,0
18510,2011,4,320,146,443,8
18511,2012,5,3,5,4,0
18512,2009,4,3,84,1,0
18513,2010,3.5,101,428,118,4
18514,2011,4.5,0,9,0,0
18515,2011,3.5,0,0,0,0
18516,2010,3.5,8,3,3,0
18517,2011,4.5,0,9,1,0
18518,2007,3.5,114,233,166,2
18519,2013,3,8,7,6,0
18520,2010,5,8,4,9,0
18521,2012,5,0,4,3,0
18522,2010,4,0,0,0,0
18523,2010,4,9,5,9,0
18524,2012,3.5,1,34,6,0
18525,2012,3.5,5,3,0,0
18526,2011,2,3,2,7,0
18527,2012,4,0,8,0,0
18528,2009,4,9,41,2,0
18529,2009,4,7,33,5,0
18530,2012,2.5,8,8,2,0
18531,2009,5,7,2,6,1
18532,2010,4,6,8,6,1
18533,2010,2.5,9,9,2,0
18534,2011,4,4,35,8,0
18535,2011,4,0,77,9,0
18536,2013,4,0,0,0,0
18537,2009,3.5,3,94,6,0
18538,2012,5,6,2,3,0
18539,2009,3,7,48,6,0
18540,2008,4.5,6,57,4,0
18541,2013,3.5,5,7,7,0
18542,2013,4.5,0,2,0,0
18543,2008,3,6,6,8,0
18544,2013,3.5,0,9,0,0
18545,2013,3.5,0,0,0,0
18546,2011,4,233,438,85,7
18547,2010,4,3,34,6,0
18548,2012,5,0,1,0,0
18549,2011,2.5,5,3,8,0
18550,2010,4.5,4,39,4,0
18551,2012,4,0,0,0,0
18552,2011,2,0,5,0,0
18553,2012,4,1,4,1,0
18554,2008,4,4,52,2,9
18555,2012,3.5,0,9,8,0
18556,2010,3.5,251,2153,330,8
18557,2012,5,0,6,0,0
18558,2013,5,0,0,0,0
18559,2007,3.5,54,288,87,5
18560,2013,4,0,3,3,0
18561,2011,4.5,8,43,0,0
18562,2009,3,5,99,3,8
18563,2011,3.5,9,7,3,0
18564,2012,3.5,0,9,0,0
18565,2006,4,246,243,365,2
18566,2009,4,1,18,5,0
18567,2012,5,0,7,5,0
18568,2008,3.5,211,1274,446,1
18569,2012,5,0,0,0,0
18570,2010,3,0,6,2,0
18571,2011,3.5,2,7,2,0
18572,2010,3.5,0,43,0,0
18573,2012,3,0,6,7,0
18574,2008,4.5,97,65,49,0
18575,2012,5,0,2,0,0
18576,2010,4,5,1,7,8
18577,2008,3.5,90,173,61,0
18578,2008,3.5,89,499,93,0
18579,2014,4,0,7,0,0
18580,2009,4,7,229,71,5
18581,2013,5,0,0,0,0
18582,2012,3.5,0,7,0,0
18583,2012,5,0,3,0,0
18584,2012,3.5,1,84,1,0
18585,2010,5,8,1,2,0
18586,2012,3.5,9,0,4,0
18587,2012,3,0,0,0,0
18588,2011,4,0,0,0,0
18589,2013,4,0,8,4,0
18590,2012,4,4,8,1,0
18591,2013,5,4,1,2,0
18592,2009,3,1,40,7,0
18593,2011,4.5,0,4,0,0
18594,2010,5,0,0,0,0
18595,2010,1,0,2,0,0
18596,2010,3.5,7,96,5,0
18597,2011,4.5,3,7,6,0
18598,2007,4,1262,2395,1224,57
18599,2012,5,0,6,0,0
18600,2012,5,0,0,0,0
18601,2012,5,0,0,0,0
18602,2012,3,6,2,0,0
18603,2009,4,4,46,8,0
18604,2009,5,9,2,6,0
18605,2011,4,88,29,7,5
18606,2011,3.5,46,2289,186,4
18607,2011,4,81,232,46,1
18608,2012,3,55,362,4,0
18609,2013,5,0,0,0,0
18610,2013,4,0,0,0,0
18611,2012,3.5,5,9,8,0
18612,2010,2,4,5,0,0
18613,2011,3.5,5,9,1,0
18614,2011,3,6,4,7,0
18615,2012,2,7,93,1,0
18616,2010,4.5,7,8,6,0
18617,2008,4,1,7,9,0
18618,2012,5,2,2,0,0
18619,2010,3.5,7,6,1,0
18620,2012,5,0,0,0,0
18621,2013,2,5,1,0,0
18622,2006,4,1,37,1,7
18623,2013,5,0,7,1,0
18624,2009,4,5,4,2,0
18625,2007,3.5,789,1494,806,67
18626,2010,3.5,1,74,3,0
18627,2012,4,6,86,3,7
18628,2010,3.5,7,83,3,0
18629,2010,4.5,0,5,0,0
18630,2012,2,4,0,0,0
18631,2013,4.5,0,0,0,0
18632,2011,4,3,8,2,0
18633,2010,4.5,0,1,8,0
18634,2012,3.5,0,7,7,7
18635,2013,2,0,0,0,0
18636,2010,5,0,9,2,0
18637,2013,4,7,3,4,0
18638,2011,4.5,2,3,6,3
18639,2012,2.5,0,4,0,0
18640,2013,5,0,0,0,0
18641,2013,4,0,9,0,0
18642,2009,2.5,3,245,9,0
18643,2009,4,3,83,5,7
18644,2009,4.5,0,4,2,0
18645,2013,3,0,0,0,0
18646,2009,3,6,223,1,0
18647,2007,4,94,214,14,5
18648,2011,4.5,9,7,7,0
18649,2008,4,9,11,6,0
18650,2010,4,91,332,40,5
18651,2012,1,6,2,0,0
18652,2013,3,0,5,0,0
18653,2012,5,5,1,5,8
18654,2010,4,8,3,0,7
18655,2012,3,3,6,0,0
18656,2011,3.5,6,4,0,0
18657,2012,3,0,0,0,0
18658,2010,2.5,9,2,1,9
18659,2009,2.5,7,8,0,0
18660,2011,4.5,0,7,0,5
18661,2011,4,1,48,1,0
18662,2010,3,4,5,6,0
18663,2009,3,37,92,38,0
18664,2010,4.5,0,9,7,0
18665,2013,5,0,2,0,0
18666,2012,2,7,2,0,0
18667,2008,4,1,22,9,3
18668,2009,3.5,34,199,48,1
18669,2010,4.5,0,6,0,0
18670,2010,4,20,48,6,5
18671,2012,3.5,3,6,1,0
18672,2011,3.5,2,32,3,0
18673,2013,4,9,8,3,0
18674,2010,3.5,45,66,8,5
18675,2012,5,0,0,0,0
18676,2010,3,6,3,0,0
18677,2013,3,8,6,0,0
18678,2011,4,0,0,0,0
18679,2007,3.5,148,1399,155,8
18680,2013,5,0,0,0,0
18681,2011,4.5,0,5,9,0
18682,2006,3.5,311,158,411,5
18683,2012,2,0,5,6,0
18684,2012,4,0,0,0,0
18685,2011,3.5,0,6,0,0
18686,2009,4.5,0,8,2,0
18687,2009,4,9,55,9,0
18688,2012,1,9,9,0,0
18689,2013,4,0,2,0,0
18690,2009,3.5,0,8,0,0
18691,2009,5,1,2,3,0
18692,2008,4,0,6,3,0
18693,2010,5,4,81,4,1
18694,2011,3.5,0,3,8,0
18695,2013,5,0,2,5,0
18696,2007,3.5,2,69,9,7
18697,2013,5,0,5,0,0
18698,2010,2.5,0,9,2,0
18699,2013,3,7,6,0,0
18700,2012,4.5,0,0,0,0
18701,2011,2.5,0,9,5,0
18702,2011,1,0,0,0,0
18703,2012,3.5,1,3,0,0
18704,2009,4,81,344,42,1
18705,2010,4,3,80,2,1
18706,2010,3,2,20,2,0
18707,2012,3.5,5,37,1,0
18708,2011,2.5,2,1,0,0
18709,2008,3.5,8,87,2,0
18710,2013,3.5,0,3,0,0
18711,2012,4,6,2,0,0
18712,2010,5,0,0,0,0
18713,2008,3,26,371,467,9
18714,2013,5,0,0,0,0
18715,2010,4,163,439,58,7
18716,2011,4,0,1,0,0
18717,2012,3,3,93,36,7
18718,2010,5,7,7,1,0
18719,2010,4,8,91,7,0
18720,2010,3.5,3,3,2,7
18721,2008,3.5,39,80,16,4
18722,2008,4,296,123,479,6
18723,2012,2.5,5,5,0,0
18724,2009,3,415,1152,1242,3
18725,2009,1,0,0,0,0
18726,2011,4.5,4,5,9,0
18727,2011,1,0,7,0,0
18728,2010,4,0,0,0,0
18729,2009,4.5,433,4,1,0
18730,2008,3.5,169,855,412,2
18731,2011,4.5,3,36,7,0
18732,2011,3.5,9,7,0,0
18733,2008,4,6,31,30,4
18734,2013,1,0,0,0,0
18735,2010,4,0,92,1,0
18736,2010,3,58,24,1,0
18737,2006,4,8,42,34,1
18738,2012,4.5,0,1,0,0
18739,2013,4,2,3,1,0
18740,2009,4,117,1217,294,1
18741,2008,4.5,0,3,0,0
18742,2013,5,5,7,0,0
18743,2011,3,6,7,6,0
18744,2011,4,5,94,6,0
18745,2012,5,0,8,0,0
18746,2010,3,6,8,7,3
18747,2010,4,8,56,41,0
18748,2011,4.5,7,48,0,0
18749,2011,4,5,26,6,1
18750,2007,4.5,0,4,0,0
18751,2013,3.5,7,38,7,0
18752,2011,5,7,0,0,0
18753,2011,3,8,1,9,0
18754,2011,3,6,3,6,0
18755,2009,4,0,8,1,0
18756,2009,3.5,9,61,7,0
18757,2011,3,1,4,9,0
18758,2013,5,0,6,6,0
18759,2008,5,3,1,1,0
18760,2011,3.5,2,79,3,0
18761,2011,4,4,7,6,0
18762,2008,4,0,0,8,0
18763,2011,2.5,2,9,1,0
18764,2011,4,9,6,0,7
18765,2012,3.5,9,84,2,0
18766,2008,3.5,7,34,1,6
18767,2012,1,2,5,1,0
18768,2012,3.5,9,48,1,0
18769,2013,4.5,54,1,5,0
18770,2010,3,36,292,59,4
18771,2011,4,69,69,50,0
18772,2012,4.5,7,2,2,0
18773,2012,3.5,6,37,9,0
18774,2011,3.5,0,7,0,0
18775,2012,3,3,4,0,0
18776,2008,1,3,9,7,0
18777,2010,3.5,92,21,89,7
18778,2008,4,1,64,41,0
18779,2011,5,0,0,0,0
18780,2011,3.5,2,2,9,0
18781,2008,4,74,240,33,6
18782,2009,4,469,2060,306,7
18783,2007,2.5,5,86,3,0
18784,2012,5,0,0,0,0
18785,2013,3,2,3,9,0
18786,2013,3,6,3,0,0
18787,2011,2.5,0,9,0,0
18788,2013,4,0,1,6,0
18789,2013,3.5,0,0,0,0
18790,2013,3.5,9,414,89,9
18791,2012,2.5,0,6,0,0
18792,2005,3.5,1302,1794,1169,274
18793,2011,4.5,0,4,0,5
18794,2013,3,0,9,0,0
18795,2012,5,4,9,9,0
18796,2012,2,0,0,0,0
18797,2013,5,0,0,0,0
18798,2010,3.5,6,77,3,0
18799,2012,4,0,1,7,0
18800,2012,5,6,2,8,7
18801,2013,2,0,7,0,0
18802,2012,4.5,0,0,6,0
18803,2013,2,0,1,0,0
18804,2011,3,0,9,1,0
18805,2011,5,0,3,0,0
18806,2010,2.5,0,0,0,0
18807,2012,2,0,9,0,0
18808,2010,3.5,2,57,1,9
18809,2012,4,0,0,0,0
18810,2012,3.5,2,2,0,0
18811,2010,4.5,0,34,6,0
18812,2011,2.5,0,6,0,0
18813,2010,3,0,1,0,0
18814,2009,4,0,1,5,0
18815,2010,1,0,2,0,0
18816,2009,4,71,49,39,0
18817,2009,3.5,7,40,7,7
18818,2013,4,9,2,7,0
18819,2009,3,2,6,3,0
18820,2012,5,0,4,0,0
18821,2008,4.5,88,27,87,8
18822,2009,4,6,4,8,0
18823,2013,4.5,0,0,7,0
18824,2009,4,15,238,459,1
18825,2011,5,0,0,0,0
18826,2013,5,3,4,0,0
18827,2012,4.5,0,2,5,0
18828,2010,4.5,16,342,21,3
18829,2011,5,0,0,0,0
18830,2012,3.5,0,60,0,0
18831,2007,4,764,712,1255,78
18832,2011,4.5,0,1,0,0
18833,2012,2,0,7,7,0
18834,2012,4.5,0,9,8,0
18835,2012,3.5,0,7,7,0
18836,2010,3.5,3,45,2,0
18837,2010,5,2,7,0,0
18838,2012,1,0,4,0,0
18839,2011,3,5,9,6,0
18840,2013,5,0,0,0,0
18841,2010,4,6,95,4,0
18842,2012,1,0,0,0,0
18843,2010,4,36,82,42,6
18844,2009,4,4,74,46,0
18845,2011,1.5,0,6,4,0
18846,2012,5,0,0,0,0
18847,2012,2,0,3,0,0
18848,2010,5,0,9,0,0
18849,2008,4,1,0,1,0
18850,2010,3,0,3,3,5
18851,2010,3,0,7,8,1
18852,2013,5,6,6,8,0
18853,2009,3,4,8,4,0
18854,2011,3.5,0,3,5,0
18855,2013,4,0,0,0,0
18856,2009,4,9,446,95,1
18857,2011,5,0,0,0,0
18858,2012,4,0,5,2,0
18859,2012,3,0,0,0,0
18860,2010,4,91,192,90,0
18861,2012,5,0,6,0,0
18862,2008,4,4,8,6,0
18863,2010,4.5,8,18,3,5
18864,2012,5,0,3,0,0
18865,2011,5,0,0,0,0
18866,2009,3.5,8,16,21,8
18867,2010,4,45,309,92,5
18868,2012,5,0,0,0,0
18869,2010,3,2,0,0,0
18870,2013,4.5,0,2,5,0
18871,2011,2.5,0,7,0,0
18872,2011,5,0,0,0,0
18873,2010,4,0,2,0,0
18874,2013,4,0,4,0,0
18875,2009,4,85,302,54,0
18876,2010,4,9,71,4,0
18877,2011,1,0,9,0,0
18878,2011,4,170,2008,432,4
18879,2009,3.5,41,147,66,2
18880,2013,1,0,2,0,0
18881,2010,4,248,1625,1947,5
18882,2010,4,0,9,0,0
18883,2013,3,5,1,0,0
18884,2012,5,0,0,0,0
18885,2012,4,0,6,0,0
18886,2011,1,4,1,0,0
18887,2005,3.5,155,744,227,2
18888,2012,3.5,7,5,5,0
18889,2012,1.5,0,0,0,0
18890,2010,1,5,38,0,0
18891,2008,3.5,184,2306,400,7
18892,2013,5,0,0,0,0
18893,2011,4,0,0,0,0
18894,2011,3.5,0,0,8,7
18895,2008,3,65,64,80,4
18896,2013,4,0,0,0,0
18897,2011,3,7,37,0,0
18898,2010,4,55,221,62,7
18899,2012,4,3,12,3,0
18900,2012,4.5,0,23,8,0
18901,2010,3.5,171,1708,311,4
18902,2011,3,0,5,0,2
18903,2006,3.5,154,2135,828,3
18904,2013,3,9,0,0,0
18905,2010,5,0,2,1,0
18906,2011,1,0,0,0,0
18907,2013,2.5,5,7,0,0
18908,2007,4,19,491,73,9
18909,2013,5,0,8,0,0
18910,2010,3.5,216,286,383,1
18911,2008,3,92,59,3,0
18912,2010,3,8,8,0,0
18913,2012,5,0,1,0,0
18914,2011,3.5,8,2,0,0
18915,2006,3.5,1010,1052,2388,247
18916,2007,5,2,1,1,1
18917,2012,1,0,6,0,0
18918,2010,4,4,52,7,0
18919,2011,3.5,44,257,74,2
18920,2010,4,374,343,94,3
18921,2011,3.5,4,7,8,0
18922,2009,3.5,116,2068,328,88
18923,2010,3,4,73,6,0
18924,2012,3.5,5,7,0,0
18925,2012,3,0,3,0,0
18926,2013,2,1,1,0,0
18927,2012,4,0,7,8,0
18928,2010,3.5,7,40,8,5
18929,2013,4,7,3,8,0
18930,2012,2.5,1,2,4,0
18931,2010,3,3,31,45,5
18932,2009,4,307,270,38,5
18933,2007,3,88,51,1,0
18934,2013,4,0,0,0,0
18935,2010,4.5,9,36,41,1
18936,2012,4,0,5,8,0
18937,2011,3,6,99,5,0
18938,2010,4,0,6,0,6
18939,2007,4,245,116,324,1
18940,2010,3,8,8,6,0
18941,2009,4,7,98,6,2
18942,2009,2.5,8,21,7,1
18943,2010,4,6,77,4,0
18944,2012,4.5,2,3,5,0
18945,2013,1,0,1,8,0
18946,2011,4,0,6,3,0
18947,2011,2,1,7,1,0
18948,2012,2,6,0,0,0
18949,2011,2.5,0,7,6,0
18950,2013,3.5,0,0,0,0
18951,2010,5,0,0,0,0
18952,2007,3,1193,1232,1812,94
18953,2010,4.5,0,7,0,0
18954,2011,3,3,7,7,0
18955,2012,4,0,4,0,0
18956,2009,3.5,5,66,1,0
18957,2011,5,0,0,0,0
18958,2011,4,404,582,156,5
18959,2009,3.5,357,492,23,0
18960,2011,3,0,1,4,7
18961,2012,4,2,3,7,0
18962,2013,4.5,0,2,0,0
18963,2013,5,0,0,0,0
18964,2012,4,0,0,0,0
18965,2008,3.5,72,340,8,6
18966,2012,4,1113,2337,2478,5
18967,2011,3.5,3,5,1,0
18968,2011,5,2,6,9,0
18969,2013,5,5,8,2,0
18970,2011,5,0,5,0,0
18971,2008,4,252,496,187,4
18972,2012,5,0,0,0,0
18973,2011,4.5,0,7,9,0
18974,2008,4,34,199,99,9
18975,2013,2.5,0,0,0,0
18976,2010,3,8,9,3,7
18977,2009,5,4,64,1,0
18978,2012,4,8,4,2,0
18979,2011,3.5,3,4,1,0
18980,2009,3.5,6,34,9,0
18981,2013,4,3,9,4,0
18982,2011,4.5,0,5,0,0
18983,2010,3,0,5,0,0
18984,2012,5,0,0,0,0
18985,2008,2,5,7,9,0
18986,2012,4,9,2,5,0
18987,2012,5,0,5,9,0
18988,2010,5,29,13,8,2
18989,2010,4.5,0,8,3,7
18990,2012,1,8,1,8,0
18991,2008,4.5,6,24,9,0
18992,2008,4.5,6,83,5,0
18993,2012,1,0,0,0,0
18994,2011,3,8,20,2,0
18995,2010,3.5,321,2392,244,3
18996,2013,1,0,1,0,0
18997,2007,4,9,49,74,0
18998,2012,3,5,9,7,0
18999,2012,5,5,2,0,0
19000,2007,4,127,184,490,3
19001,2010,5,0,8,0,0
19002,2012,5,0,0,0,0
19003,2007,3.5,36,129,15,7
19004,2013,5,0,5,0,0
19005,2012,3,0,2,0,0
19006,2008,4.5,6,43,41,9
19007,2013,3.5,0,3,0,0
19008,2011,4,8,3,1,6
19009,2011,4.5,2,4,0,0
19010,2011,4.5,0,9,2,0
19011,2008,3.5,87,291,65,0
19012,2013,5,0,0,0,0
19013,2010,3.5,0,6,0,1
19014,2011,3.5,7,5,0,0
19015,2009,4,34,272,46,7
19016,2013,5,2,0,0,0
19017,2010,4.5,0,61,7,0
19018,2010,4,8,4,9,0
19019,2013,4.5,9,5,9,0
19020,2010,3.5,91,341,340,1
19021,2011,4,8,35,12,0
19022,2009,3.5,0,0,0,5
19023,2011,5,0,0,0,0
19024,2009,3,4,38,8,3
19025,2012,1,0,2,3,0
19026,2012,3,0,4,0,0
19027,2012,3.5,1,1,6,0
19028,2010,3.5,9,34,7,0
19029,2014,2,0,7,0,0
19030,2013,4,0,0,0,0
19031,2012,5,0,4,0,0
19032,2012,4.5,5,31,2,0
19033,2008,3,93,71,6,0
19034,2010,3.5,438,480,74,0
19035,2010,4,49,401,95,7
19036,2009,3.5,2,0,0,0
19037,2010,4,0,6,0,3
19038,2012,4,0,3,3,0
19039,2012,3.5,4,97,4,0
19040,2011,4,9,9,9,8
19041,2010,4,5,59,19,0
19042,2009,3.5,8,80,1,2
19043,2010,4,56,212,41,0
19044,2006,4,1475,2477,2373,74
19045,2012,4,0,0,0,0
19046,2012,3,0,0,0,0
19047,2012,3,0,0,0,0
19048,2011,3.5,0,3,0,0
19049,2011,4,7,90,9,0
19050,2013,2,9,0,5,0
19051,2012,5,0,7,0,0
19052,2012,5,0,3,0,0
19053,2011,4,0,0,0,0
19054,2009,4,9,38,77,0
19055,2007,4.5,177,404,84,9
19056,2010,3.5,2125,1890,1674,94
19057,2010,3,90,136,50,4
19058,2008,4,2,2,2,0
19059,2013,5,0,4,0,0
19060,2012,5,7,3,3,0
19061,2011,4,96,2,2,0
19062,2012,4,0,4,3,0
19063,2013,3.5,0,1,1,0
19064,2010,3.5,0,5,0,0
19065,2009,4,4,17,3,0
19066,2013,5,0,0,0,0
19067,2012,5,0,0,0,0
19068,2010,2,9,68,9,0
19069,2010,4.5,5,4,0,0
19070,2012,1,0,0,0,0
19071,2010,4,0,0,0,0
19072,2010,3,0,0,0,0
19073,2008,3.5,5,35,71,9
19074,2010,3.5,3,5,5,0
19075,2011,3,6,2,7,0
19076,2011,3,0,0,0,0
19077,2009,3,0,8,0,0
19078,2010,3,4,8,4,0
19079,2011,1,0,8,0,0
19080,2011,4.5,0,7,0,6
19081,2012,4,0,8,0,0
19082,2009,2,0,4,7,0
19083,2010,5,0,0,0,0
19084,2011,5,0,3,0,0
19085,2012,2,6,4,4,0
19086,2011,4,0,3,0,0
19087,2012,5,0,0,0,0
19088,2012,2.5,7,4,0,0
19089,2013,5,0,0,0,0
19090,2008,4,94,456,22,7
19091,2012,3.5,6,71,0,0
19092,2013,4,0,1,4,0
19093,2012,1,0,9,0,0
19094,2013,3.5,0,8,2,0
19095,2012,5,0,6,0,0
19096,2012,3.5,2,0,0,0
19097,2010,3,0,0,0,0
19098,2013,5,0,5,0,0
19099,2013,5,0,0,0,0
19100,2012,5,0,0,0,0
19101,2009,4,8,291,42,3
19102,2012,4,1,97,8,0
19103,2010,5,0,0,1,0
19104,2013,1,0,0,0,0
19105,2010,4,6,36,5,0
19106,2012,4,0,3,0,0
19107,2013,3.5,6,8,5,9
19108,2012,3.5,0,3,9,0
19109,2013,5,9,0,0,0
19110,2010,3,7,9,0,0
19111,2011,3.5,7,3,9,0
19112,2007,2.5,93,284,25,0
19113,2009,4.5,8,49,9,0
19114,2010,3.5,285,1944,437,19
19115,2012,3.5,0,2,0,0
19116,2012,5,0,9,7,0
19117,2010,4,1,27,51,0
19118,2011,5,0,8,0,0
19119,2011,3.5,8,6,4,0
19120,2012,1,0,0,0,0
19121,2009,3,7,2,2,0
19122,2008,3.5,188,762,342,0
19123,2013,5,0,0,0,0
19124,2006,3.5,138,2435,465,7
19125,2013,3.5,0,1,4,0
19126,2014,3,0,0,0,0
19127,2007,3.5,896,963,1891,11
19128,2010,3.5,0,7,0,0
19129,2011,1,0,5,0,0
19130,2007,4,35,120,352,9
19131,2013,5,0,0,0,0
19132,2010,3,4,25,7,0
19133,2013,5,0,9,0,0
19134,2013,4,0,0,0,0
19135,2010,3.5,7,0,5,0
19136,2010,4,9,71,5,0
19137,2012,4,0,5,8,0
19138,2010,1,9,0,0,0
19139,2012,4,2,56,70,0
19140,2011,2.5,4,84,5,0
19141,2012,3,88,48,5,0
19142,2013,3,0,0,0,0
19143,2012,2.5,0,6,8,3
19144,2009,4,4,441,9,0
19145,2010,3.5,0,4,5,0
19146,2012,4.5,3,6,6,0
19147,2011,2.5,4,2,8,8
19148,2013,2,0,0,0,0
19149,2012,1.5,0,8,0,0
19150,2008,3.5,28,447,29,0
19151,2011,2.5,0,2,8,2
19152,2011,4.5,3,82,6,6
19153,2013,5,0,2,0,0
19154,2013,5,9,5,4,0
19155,2011,4.5,0,5,8,0
19156,2011,5,0,3,0,0
19157,2012,4,0,9,9,0
19158,2013,5,0,0,0,0
19159,2014,2,0,8,0,0
19160,2009,5,6,7,3,0
19161,2011,5,6,4,4,0
19162,2010,3.5,2,4,0,0
19163,2012,5,1,2,1,0
19164,2012,3.5,6,63,4,0
19165,2011,3.5,6,13,8,0
19166,2010,2,6,38,5,0
19167,2010,4,5,59,9,0
19168,2009,5,0,3,6,0
19169,2010,5,0,0,0,5
19170,2009,4,4,5,4,0
19171,2013,3.5,92,15,7,0
19172,2011,2.5,0,2,0,0
19173,2007,4.5,7,5,8,0
19174,2010,3,6,2,0,0
19175,2010,3.5,172,196,461,0
19176,2011,3,7,33,2,0
19177,2008,3.5,0,6,0,3
19178,2010,1,7,4,2,0
19179,2011,3,0,1,8,0
19180,2011,4.5,3,2,1,0
19181,2009,3.5,2,18,1,6
19182,2010,4.5,0,2,8,0
19183,2011,4,0,7,4,0
19184,2012,4,93,27,61,8
19185,2011,4,4,74,14,8
19186,2009,3.5,94,79,8,9
19187,2012,2.5,0,2,9,0
19188,2010,2.5,0,7,0,0
19189,2013,1,9,0,0,0
19190,2010,5,0,7,0,0
19191,2013,1,0,0,0,0
19192,2010,3.5,5,37,7,0
19193,2009,4.5,5,49,6,0
19194,2010,4.5,0,3,0,0
19195,2013,1,2,0,0,0
19196,2012,4,0,2,2,0
19197,2012,3.5,0,5,0,0
19198,2009,5,0,9,9,0
19199,2011,3.5,6,47,8,0
19200,2011,3,0,7,7,0
19201,2011,3,8,4,2,0
19202,2006,4,24,2232,276,7
19203,2012,4.5,0,5,7,0
19204,2009,4,162,1400,2268,85
19205,2012,5,0,6,0,0
19206,2012,5,2,5,8,0
19207,2011,4,9,45,0,0
19208,2012,3,2,1,7,0
19209,2012,3.5,0,4,1,0
19210,2010,4.5,0,3,2,0
19211,2013,4.5,0,7,0,0
19212,2009,3,7,2,6,0
19213,2010,5,0,6,7,0
19214,2010,3.5,3,93,8,0
19215,2011,4.5,3,8,2,0
19216,2010,3.5,84,438,67,6
19217,2012,2.5,7,9,3,0
19218,2011,3.5,6,25,5,0
19219,2010,5,91,432,12,9
19220,2011,4.5,0,0,0,0
19221,2009,5,0,5,6,0
19222,2011,2,0,22,3,2
19223,2011,5,0,0,0,0
19224,2012,4,0,6,8,0
19225,2012,4.5,9,2,9,0
19226,2013,4.5,0,3,4,0
19227,2009,4,2,38,5,7
19228,2012,3.5,3,51,6,6
19229,2008,5,0,4,0,0
19230,2009,3.5,42,79,1,0
19231,2012,5,4,0,0,0
19232,2007,4,61,464,13,6
19233,2011,3.5,2,4,5,0
19234,2011,3,8,34,1,0
19235,2012,2.5,0,6,6,0
19236,2012,5,1,62,2,4
19237,2010,4,29,77,66,1
19238,2012,3.5,0,2,4,0
19239,2010,4,2,77,27,0
19240,2009,3,1,56,3,0
19241,2012,3,1,98,7,0
19242,2009,4,7,82,8,0
19243,2010,4,8,52,4,9
19244,2012,4,1,33,2,0
19245,2009,4.5,7,9,1,0
19246,2011,3,4,94,4,4
19247,2013,5,0,1,9,0
19248,2011,5,0,7,3,0
19249,2012,4,0,0,0,0
19250,2006,4.5,63,228,50,5
19251,2012,3,7,2,3,0
19252,2011,3,0,3,8,0
19253,2010,3.5,9,64,9,0
19254,2009,4,96,139,60,7
19255,2013,3,0,6,0,0
19256,2011,2.5,4,3,3,5
19257,2007,3.5,1338,2459,2497,4
19258,2013,4,0,0,0,0
19259,2013,5,0,0,0,0
19260,2011,5,8,2,8,0
19261,2008,3.5,362,868,316,2
19262,2009,1,0,0,0,0
19263,2008,4,43,440,88,0
19264,2009,3.5,1281,907,2230,23
19265,2013,5,9,0,0,0
19266,2012,3,3,99,0,0
19267,2010,3,9,8,8,0
19268,2012,5,9,6,0,0
19269,2010,3.5,5,3,2,0
19270,2010,2.5,0,0,0,0
19271,2011,3.5,3,80,1,0
19272,2011,3.5,0,6,7,0
19273,2008,4,6,9,4,0
19274,2010,3.5,1,0,0,0
19275,2010,5,0,4,6,0
19276,2009,3.5,37,209,3,0
19277,2008,3.5,4,69,8,0
