user_id,vip_list,user_yelping_since_year,user_review_counts,user_fans,user_votes_funny,user_votes_useful,user_votes_cool,user_average_stars,user_tip_counts
9920,0,2010,2,0,5,3,1,4.0,0
9921,0,2009,2,0,1,16,9,3.0,0
9922,0,2011,1,0,0,0,0,5.0,0
9923,0,2011,1,0,0,7,5,5.0,0
9924,0,2011,1,0,0,0,0,4.0,0
9925,0,2006,1,3,47,16,1,3.5,0
9926,0,2012,11,5,345,123,248,3.5,0
9927,0,2011,2,0,0,8,0,3.0,0
9928,0,2009,18,4,3,85,9,4.5,0
9929,0,2013,1,0,0,1,0,4.5,0
9930,0,2012,1,0,20,31,17,3.0,0
9931,0,2010,10,9,7,53,8,4.0,0
9932,0,2013,1,0,0,0,0,4.0,0
9933,0,2013,3,0,0,8,2,4.0,0
9934,0,2006,1,9,395,400,259,4.0,0
9935,0,2008,1,0,5,5,2,3.0,0
9936,0,2013,1,0,0,6,9,2.5,0
9937,0,2009,1,0,0,4,4,5.0,0
9938,0,2011,1,0,0,9,0,1.0,0
9939,0,2009,7,8,7,118,20,4.5,0
9940,0,2009,1,0,0,4,9,1.5,0
9941,0,2012,1,0,3,4,2,4.0,0
9942,0,2010,1,0,2,7,1,5.0,0
9943,0,2013,2,0,0,0,0,5.0,0
9944,0,2011,4,0,3,19,6,4.0,0
9945,0,2013,1,0,0,3,7,3.5,0
9946,0,2011,1,0,0,8,6,3.0,0
9947,0,2009,1,3,2,113,54,3.5,0
9948,0,2012,1,0,0,1,7,4.0,0
9949,0,2010,8,0,3,78,2,3.5,0
9950,0,2011,1,0,1,7,3,5.0,0
9951,0,2011,2,0,0,9,0,5.0,0
9952,0,2012,4,0,6,4,6,2.5,0
9953,0,2012,1,0,7,4,0,3.0,0
9954,0,2010,4,0,2,6,0,2.5,0
9955,1,2007,3,7,421,1717,600,3.5,0
9956,0,2013,2,0,0,0,0,5.0,0
9957,1,2008,10,36,1187,1465,2272,4.0,0
9958,0,2012,3,1,8,4,6,3.0,0
9959,0,2011,3,0,4,16,4,4.0,0
9960,0,2010,1,0,0,4,7,3.5,0
9961,1,2008,1,63,1916,2054,558,3.5,0
9962,0,2012,2,0,0,35,9,4.0,0
9963,0,2011,9,0,0,3,3,5.0,0
9964,0,2012,3,0,0,1,0,2.5,0
9965,0,2010,1,1,92,319,275,3.5,0
9966,0,2012,1,0,0,0,0,5.0,0
9967,0,2010,9,0,3,53,2,4.0,0
9968,0,2013,2,0,0,0,0,4.0,0
9969,0,2012,1,0,0,7,0,5.0,0
9970,0,2013,1,0,4,0,0,4.5,0
9971,0,2011,1,0,0,3,0,4.0,0
9972,0,2012,1,0,0,0,0,5.0,0
9973,0,2013,1,0,0,0,0,1.0,0
9974,0,2008,1,0,62,377,32,5.0,0
9975,0,2013,2,0,0,0,6,3.5,0
9976,0,2011,1,0,0,2,0,4.0,0
9977,0,2006,1,0,41,45,4,3.0,0
9978,0,2010,1,0,0,0,0,5.0,0
9979,0,2011,1,1,0,9,0,3.0,0
9980,0,2007,1,5,17,155,95,4.5,0
9981,0,2011,1,0,6,3,3,4.5,0
9982,0,2011,1,0,6,5,0,2.5,0
9983,0,2006,3,4,3,32,1,3.5,0
9984,0,2011,2,0,7,14,6,4.0,0
9985,0,2013,3,0,0,5,0,1.5,0
9986,0,2006,1,4,90,383,8,3.5,0
9987,0,2011,1,0,0,8,9,3.5,0
9988,0,2011,1,0,1,32,2,3.5,0
9989,0,2012,2,0,0,4,0,3.0,0
9990,0,2007,2,2,23,478,94,3.0,0
9991,0,2011,1,0,8,59,9,3.5,0
9992,0,2012,3,0,8,32,1,2.5,0
9993,0,2013,1,0,0,5,6,3.0,0
9994,0,2012,1,0,6,26,5,3.5,0
9995,0,2011,8,6,6,60,8,3.5,0
9996,0,2009,2,0,1,6,9,3.0,0
9997,0,2006,1,0,8,64,3,4.5,0
9998,0,2009,2,0,9,95,91,3.5,0
9999,0,2012,1,0,4,6,0,4.5,0
10000,1,2008,3,91,1722,639,1532,4.0,0
10001,0,2012,1,0,9,7,9,5.0,0
10002,0,2010,6,0,8,19,6,4.5,0
10003,0,2011,1,0,0,0,0,2.0,0
10004,0,2009,2,4,66,254,68,3.5,0
10005,0,2013,1,0,0,0,0,5.0,0
10006,0,2008,2,34,780,2164,2040,3.0,0
10007,0,2012,1,0,0,0,0,1.0,0
10008,0,2010,1,0,7,44,4,2.5,0
10009,0,2011,1,0,0,5,1,3.5,0
10010,0,2012,2,0,8,1,2,4.5,0
10011,0,2010,8,0,3,68,8,3.0,0
10012,0,2011,1,5,5,61,5,3.5,0
10013,0,2010,3,0,3,70,93,4.0,0
10014,0,2012,3,7,7,7,3,4.0,0
10015,0,2013,1,0,0,0,0,2.0,0
10016,0,2011,1,0,6,5,4,4.5,0
10017,0,2011,1,0,94,70,28,3.5,0
10018,0,2010,1,0,1,4,3,2.5,0
10019,0,2010,3,0,0,5,4,3.0,0
10020,0,2008,4,2,46,298,37,4.0,0
10021,0,2007,1,0,32,274,67,3.0,0
10022,0,2013,2,0,0,7,6,1.5,0
10023,0,2012,1,0,0,0,4,4.0,0
10024,0,2012,1,0,0,3,0,3.0,0
10025,0,2009,1,0,4,3,1,5.0,0
10026,0,2013,1,0,0,0,0,5.0,0
10027,0,2013,2,0,0,7,9,3.5,0
10028,0,2011,2,0,2,478,8,4.0,0
10029,0,2010,1,0,2,6,0,4.0,0
10030,0,2010,4,4,0,6,3,3.0,0
10031,0,2013,1,0,0,3,0,5.0,0
10032,0,2011,1,0,9,52,8,4.0,0
10033,0,2010,13,0,7,28,6,4.0,0
10034,0,2011,5,0,5,13,3,3.5,0
10035,0,2011,1,0,42,146,84,4.0,0
10036,0,2011,1,4,0,3,0,3.0,0
10037,0,2012,1,0,0,9,4,4.5,0
10038,0,2009,2,0,5,7,8,4.5,0
10039,0,2008,2,0,0,5,4,5.0,0
10040,0,2011,1,0,0,5,0,5.0,0
10041,0,2011,4,9,9,96,0,3.5,0
10042,0,2010,21,7,25,57,55,3.5,0
10043,0,2010,5,0,1,7,8,4.5,0
10044,0,2012,1,0,0,5,0,1.0,0
10045,0,2010,1,0,0,0,0,1.0,0
10046,0,2013,1,0,0,0,0,4.0,0
10047,0,2011,1,0,0,0,0,4.0,0
10048,0,2011,3,8,4,58,9,4.0,0
10049,0,2011,1,0,0,6,0,4.0,0
10050,0,2012,11,0,5,76,5,4.0,0
10051,0,2008,34,7,41,175,107,4.0,0
10052,0,2012,1,0,0,6,6,3.0,0
10053,1,2008,4,1,420,335,329,4.0,0
10054,0,2012,1,0,0,5,7,5.0,0
10055,0,2011,5,0,0,8,0,1.5,0
10056,0,2012,2,0,0,0,0,5.0,0
10057,0,2010,2,0,52,54,76,3.5,0
10058,0,2013,1,0,0,0,0,2.0,0
10059,0,2011,1,0,44,2,8,4.5,0
10060,0,2006,1,2,1192,479,115,4.0,0
10061,0,2011,1,0,6,60,3,3.5,0
10062,0,2013,2,9,4,3,3,4.0,0
10063,0,2009,1,0,1,7,6,5.0,0
10064,0,2007,5,7,2,10,73,5.0,0
10065,0,2012,2,0,0,4,0,3.0,0
10066,0,2009,4,0,8,96,9,2.5,0
10067,0,2012,1,0,0,4,0,5.0,0
10068,1,2010,44,0,91,184,24,4.0,0
10069,0,2007,1,0,4,88,6,5.0,0
10070,0,2011,3,0,9,5,9,4.5,0
10071,0,2013,1,0,0,0,0,2.0,0
10072,0,2007,1,6,9,25,92,4.5,0
10073,0,2013,1,0,9,5,0,1.0,0
10074,0,2011,1,0,8,6,2,1.0,0
10075,0,2011,3,0,65,47,6,3.0,0
10076,0,2010,1,3,8,39,65,3.5,0
10077,0,2013,1,0,0,0,0,5.0,0
10078,0,2012,1,0,0,0,0,3.0,0
10079,0,2012,4,0,8,73,0,4.0,0
10080,0,2009,1,0,3,9,0,5.0,0
10081,0,2012,1,0,0,0,0,2.5,0
10082,0,2011,4,0,6,25,3,4.0,0
10083,0,2009,5,0,4,5,6,4.0,1
10084,0,2013,1,0,3,0,0,4.0,0
10085,0,2010,3,0,4,8,9,4.5,0
10086,0,2012,2,0,9,62,8,3.5,0
10087,0,2011,1,0,4,53,5,4.0,0
10088,0,2011,1,0,0,6,2,4.0,0
10089,1,2009,3,7,2449,1652,864,3.5,0
10090,0,2011,4,0,8,59,1,3.5,0
10091,0,2010,2,5,83,308,74,3.5,0
10092,0,2013,1,0,7,4,2,1.0,0
10093,0,2013,1,0,0,0,0,5.0,0
10094,0,2013,1,0,0,0,0,5.0,0
10095,0,2010,15,9,36,332,77,3.5,0
10096,0,2011,2,0,8,6,1,5.0,0
10097,0,2011,1,0,0,0,0,1.0,0
10098,0,2012,1,0,9,9,0,5.0,0
10099,0,2010,2,2,63,30,91,4.0,0
10100,0,2011,2,2,5,54,9,3.5,0
10101,0,2010,2,0,2,5,0,4.0,0
10102,0,2010,7,0,7,21,5,4.5,0
10103,0,2011,13,0,8,4,7,4.0,0
10104,0,2011,6,0,5,5,1,2.0,0
10105,0,2012,1,0,7,7,0,1.0,0
10106,0,2013,1,0,0,3,0,2.0,0
10107,0,2011,1,0,0,0,0,4.0,0
10108,0,2012,1,0,0,7,0,1.0,0
10109,0,2012,1,0,0,2,0,2.0,0
10110,0,2013,2,0,1,47,0,2.5,0
10111,0,2012,6,0,3,82,1,2.5,0
10112,0,2009,2,0,7,2,2,4.5,0
10113,0,2012,1,0,0,5,4,5.0,0
10114,1,2009,110,18,2110,623,2385,3.5,0
10115,0,2011,2,5,1,2,2,5.0,0
10116,0,2012,1,0,0,0,0,5.0,0
10117,0,2013,1,0,0,0,0,5.0,0
10118,1,2009,2,6,80,429,61,4.0,0
10119,0,2010,3,0,3,4,3,4.0,0
10120,0,2010,1,0,2,2,0,5.0,0
10121,1,2007,97,97,2275,2169,732,4.0,0
10122,0,2011,1,0,0,1,4,4.5,0
10123,0,2009,2,0,2,74,6,3.0,0
10124,0,2012,2,0,0,5,0,3.0,0
10125,0,2010,1,0,0,8,0,2.5,0
10126,0,2013,2,0,9,4,2,2.5,0
10127,0,2011,1,0,2,5,0,1.0,0
10128,0,2010,1,0,0,7,0,5.0,0
10129,0,2012,1,0,0,0,0,5.0,0
10130,0,2010,1,5,0,7,6,4.0,0
10131,0,2009,1,0,0,7,6,4.0,0
10132,0,2013,1,0,0,6,0,5.0,0
10133,0,2009,2,0,8,13,9,4.0,0
10134,0,2012,1,0,9,2,4,4.0,0
10135,0,2010,11,0,0,5,5,3.5,0
10136,0,2010,10,0,49,273,26,3.0,0
10137,0,2011,1,0,8,5,0,4.0,0
10138,0,2011,2,0,5,6,1,4.0,0
10139,0,2010,1,0,3,9,7,4.0,0
10140,0,2012,1,0,8,9,8,5.0,0
10141,1,2009,1,4,59,438,51,3.5,0
10142,1,2010,269,29,1822,687,2369,4.0,1
10143,0,2010,1,6,0,7,6,5.0,0
10144,0,2012,1,0,9,6,3,3.5,0
10145,0,2009,12,0,4,200,69,4.0,0
10146,0,2010,2,1,85,424,492,3.5,0
10147,0,2011,2,0,6,3,0,5.0,0
10148,0,2011,2,0,0,8,3,4.5,0
10149,0,2010,26,3,46,62,12,3.5,0
10150,0,2011,2,0,2,8,0,4.0,0
10151,0,2011,1,0,8,94,7,4.0,0
10152,0,2011,1,0,0,8,4,5.0,0
10153,0,2011,1,0,0,8,1,3.5,0
10154,0,2013,1,0,0,2,0,5.0,0
10155,0,2007,1,1,12,1349,179,3.5,0
10156,0,2013,2,0,0,4,3,4.5,0
10157,0,2013,2,0,0,0,0,4.5,0
10158,1,2005,1,42,886,896,1499,4.0,0
10159,0,2011,6,0,6,9,9,4.0,0
10160,1,2009,2,1,51,320,10,3.5,0
10161,0,2013,2,0,0,4,0,3.0,0
10162,0,2012,1,0,0,0,0,4.5,0
10163,0,2009,1,0,0,0,0,2.0,0
10164,0,2011,4,0,0,81,3,4.0,0
10165,0,2007,2,3,1,99,9,3.0,0
10166,0,2010,6,0,1,13,1,3.0,0
10167,0,2006,1,70,1589,1258,1323,4.0,0
10168,0,2011,1,0,3,2,4,3.5,0
10169,1,2008,7,5,93,209,25,4.0,0
10170,0,2011,2,6,0,2,0,3.5,0
10171,0,2009,1,0,81,26,3,3.0,0
10172,0,2011,1,0,0,5,0,4.0,0
10173,0,2011,1,0,0,7,5,4.5,0
10174,0,2007,1,7,7,33,7,4.0,0
10175,1,2007,3,1850,2263,1898,2203,4.0,0
10176,0,2011,1,0,0,0,0,4.0,0
10177,0,2011,7,7,4,17,8,4.5,0
10178,0,2010,24,8,25,15,5,3.5,0
10179,0,2010,3,0,0,9,6,3.0,0
10180,0,2009,1,0,0,0,0,5.0,0
10181,0,2012,9,0,5,2,7,4.0,0
10182,0,2012,1,0,3,5,0,4.5,0
10183,0,2011,1,6,3,20,5,3.5,0
10184,0,2011,1,0,9,0,0,4.5,0
10185,0,2010,2,0,2,5,5,5.0,0
10186,0,2012,1,0,0,0,0,5.0,0
10187,0,2008,3,2,50,12,49,4.5,0
10188,0,2010,11,4,3,81,4,4.0,0
10189,0,2011,1,0,0,2,0,5.0,0
10190,0,2012,1,0,0,0,0,4.0,0
10191,0,2007,7,0,1,28,8,3.5,0
10192,0,2013,1,0,0,5,0,2.0,0
10193,0,2012,1,0,0,0,0,5.0,0
10194,0,2009,22,7,90,249,51,3.5,0
10195,0,2013,1,0,0,8,0,1.0,0
10196,0,2013,1,0,0,7,0,1.0,0
10197,0,2011,2,0,0,0,2,4.0,0
10198,0,2012,1,0,0,0,0,4.0,0
10199,0,2011,1,0,0,1,6,3.5,0
10200,0,2010,1,0,9,0,0,4.5,0
10201,0,2009,1,3,0,2,9,4.5,0
10202,0,2013,2,0,9,1,0,3.0,0
10203,0,2010,1,0,10,95,64,3.5,0
10204,0,2010,3,0,0,1,7,4.0,0
10205,1,2008,3,6,172,1239,2256,3.5,0
10206,0,2006,4,1,22,408,201,4.0,0
10207,0,2013,1,0,0,1,0,4.0,0
10208,0,2012,1,5,97,82,1,1.5,0
10209,0,2009,1,0,0,0,0,1.5,0
10210,0,2008,7,0,6,96,2,3.5,0
10211,0,2010,1,0,0,3,0,5.0,0
10212,0,2011,2,3,4,6,0,4.0,0
10213,0,2012,1,0,0,0,0,5.0,0
10214,0,2009,3,0,8,7,8,1.5,0
10215,0,2012,1,0,0,0,0,5.0,0
10216,0,2012,29,3,278,202,234,4.0,3
10217,0,2011,2,0,45,262,36,3.5,0
10218,0,2013,1,0,0,2,4,4.5,0
10219,0,2012,1,0,0,6,0,5.0,0
10220,0,2012,7,4,0,4,2,4.0,0
10221,0,2009,1,6,2,62,36,3.5,0
10222,0,2012,3,0,0,4,5,4.0,0
10223,0,2011,1,0,0,9,0,1.5,0
10224,0,2011,2,0,0,8,4,4.0,0
10225,0,2009,1,0,1,90,7,3.5,0
10226,0,2010,1,0,2,1,8,4.5,0
10227,0,2013,1,0,0,0,0,5.0,0
10228,0,2008,2,0,3,7,6,3.0,0
10229,0,2011,2,9,7,65,6,3.5,0
10230,0,2011,29,0,77,78,2,3.5,0
10231,0,2012,2,0,0,8,0,5.0,0
10232,0,2008,1,0,0,4,7,4.0,0
10233,0,2013,2,0,0,4,0,5.0,0
10234,0,2012,1,0,0,0,0,5.0,0
10235,0,2012,2,0,0,0,0,4.0,0
10236,0,2010,1,0,0,0,0,3.0,0
10237,0,2013,1,0,0,9,0,4.5,0
10238,0,2012,3,0,5,10,2,4.5,0
10239,1,2010,45,6,220,247,111,4.0,0
10240,0,2011,1,6,301,1371,188,4.0,0
10241,0,2012,1,0,0,8,0,5.0,0
10242,0,2011,8,6,1,6,8,3.5,0
10243,0,2011,2,0,0,2,5,5.0,0
10244,0,2011,3,0,6,7,3,4.5,0
10245,0,2008,2,5,394,1946,376,4.0,0
10246,0,2009,7,0,9,12,2,4.0,0
10247,0,2012,5,0,6,3,4,3.5,0
10248,0,2012,2,0,0,4,8,5.0,0
10249,0,2011,2,0,0,9,7,2.5,0
10250,0,2006,2,3,31,61,46,4.0,0
10251,0,2013,5,0,0,2,4,4.0,0
10252,0,2013,1,0,0,0,0,3.0,0
10253,0,2011,2,0,9,4,5,4.5,0
10254,0,2007,4,5,174,494,46,3.5,0
10255,0,2013,2,0,0,6,0,4.5,0
10256,0,2012,2,0,0,0,0,4.0,0
10257,0,2011,1,0,0,1,0,2.0,0
10258,0,2010,18,0,92,371,24,3.0,0
10259,0,2011,1,0,4,1,3,3.5,0
10260,0,2012,1,0,0,0,0,5.0,0
10261,0,2007,9,9,8,84,9,4.0,0
10262,0,2011,2,0,7,71,2,2.0,0
10263,0,2011,1,0,0,5,0,4.0,0
10264,0,2010,1,0,0,7,0,3.5,0
10265,0,2011,9,0,6,16,1,4.0,0
10266,0,2009,11,0,1,72,7,4.0,0
10267,0,2013,1,0,0,0,0,5.0,0
10268,0,2006,2,6,289,291,11,4.0,0
10269,0,2010,2,0,2,0,0,5.0,0
10270,0,2011,2,0,3,54,4,3.0,0
10271,0,2011,1,2,95,38,45,3.5,0
10272,0,2012,9,0,6,83,9,3.5,0
10273,0,2013,2,7,5,18,22,4.0,0
10274,0,2009,2,3,15,124,87,3.5,0
10275,0,2009,1,0,1,13,7,4.0,0
10276,0,2012,1,0,0,8,0,4.5,0
10277,0,2011,1,0,0,7,3,5.0,0
10278,0,2013,1,0,1,1,0,5.0,0
10279,0,2009,1,0,0,4,0,5.0,0
10280,0,2009,43,7,210,2095,109,3.0,0
10281,0,2012,3,4,6,8,5,4.0,0
10282,0,2011,2,0,0,3,0,5.0,0
10283,0,2008,2,0,7,1,0,2.0,0
10284,0,2011,1,0,0,9,0,4.0,0
10285,0,2012,1,5,315,393,51,3.0,0
10286,0,2007,1,1,62,13,59,4.0,0
10287,0,2010,1,4,10,490,62,4.0,0
10288,0,2013,1,0,0,0,0,5.0,0
10289,0,2009,8,0,24,63,49,4.0,0
10290,0,2012,1,0,0,0,0,5.0,0
10291,0,2012,5,0,1,4,9,3.5,0
10292,0,2010,7,0,9,79,20,4.0,0
10293,0,2012,3,0,6,8,7,4.0,0
10294,0,2008,18,3,5,41,84,3.5,0
10295,0,2011,1,0,8,96,49,4.0,0
10296,0,2010,3,0,5,26,5,2.5,0
10297,0,2010,2,0,0,0,0,3.0,0
10298,0,2012,1,0,4,0,0,1.0,0
10299,0,2009,3,0,0,48,4,4.5,0
10300,0,2013,1,0,0,0,0,4.5,0
10301,0,2013,2,0,0,0,0,3.0,0
10302,0,2012,1,0,0,5,0,3.0,0
10303,0,2010,1,0,0,3,6,1.5,0
10304,0,2009,2,0,0,44,3,3.5,0
10305,0,2009,1,0,0,3,6,4.5,0
10306,0,2011,1,0,1,2,7,2.5,0
10307,0,2012,3,0,40,24,96,2.0,0
10308,0,2010,2,4,0,6,3,3.5,0
10309,0,2012,1,0,0,4,0,2.0,0
10310,0,2011,8,0,9,1,8,4.0,0
10311,0,2012,1,0,0,3,0,3.0,0
10312,0,2010,5,0,0,4,0,5.0,0
10313,1,2011,6,3,425,787,288,4.0,0
10314,0,2011,1,0,3,22,4,4.5,0
10315,0,2007,18,0,81,33,58,4.0,0
10316,0,2010,1,7,4,1,7,3.0,0
10317,0,2009,10,0,0,7,2,4.0,0
10318,0,2009,1,0,1,47,8,4.0,0
10319,0,2011,1,0,0,7,0,2.5,0
10320,0,2012,1,0,0,3,6,4.5,0
10321,0,2010,5,0,7,7,9,4.5,0
10322,0,2011,3,0,2,78,98,3.5,0
10323,0,2010,2,0,9,68,7,4.0,0
10324,0,2013,1,0,0,0,0,4.0,0
10325,0,2011,1,0,0,3,0,5.0,0
10326,0,2012,2,0,3,8,4,2.0,0
10327,0,2013,1,0,9,1,0,2.5,0
10328,0,2009,4,0,8,6,6,4.5,0
10329,0,2007,15,0,1,72,44,4.5,0
10330,0,2011,1,0,0,2,0,4.0,0
10331,0,2013,1,0,0,6,0,4.5,0
10332,0,2010,2,0,0,0,0,4.5,0
10333,0,2011,1,0,9,4,7,4.0,0
10334,0,2012,1,0,9,0,0,5.0,0
10335,0,2011,8,4,6,75,98,4.0,0
10336,0,2006,1,3,2112,623,713,4.5,0
10337,0,2011,2,0,0,8,7,5.0,0
10338,0,2012,1,0,7,5,0,2.5,0
10339,0,2010,5,2,63,254,86,4.0,0
10340,0,2011,5,7,8,51,9,4.0,0
10341,0,2007,19,2,23,479,16,4.0,0
10342,0,2012,4,0,9,5,5,3.0,0
10343,0,2011,3,0,8,7,4,5.0,0
10344,0,2008,1,0,0,3,0,4.0,0
10345,0,2011,8,0,0,2,0,3.5,0
10346,0,2013,3,0,6,7,8,3.5,0
10347,0,2011,1,6,912,2271,422,4.0,0
10348,0,2011,3,0,6,6,5,5.0,0
10349,0,2012,1,0,0,0,0,5.0,0
10350,0,2009,1,0,0,8,5,3.0,0
10351,0,2013,1,0,3,7,7,5.0,0
10352,0,2013,1,0,0,0,0,5.0,0
10353,0,2012,3,0,0,0,0,3.0,0
10354,0,2010,1,0,6,3,9,4.0,0
10355,0,2012,3,1,9,20,9,3.5,0
10356,0,2011,1,0,0,8,8,3.5,0
10357,0,2009,1,0,2,3,9,1.0,0
10358,0,2012,2,0,0,45,4,3.5,0
10359,0,2012,1,0,0,8,0,3.0,0
10360,0,2010,3,3,7,3,7,4.0,0
10361,1,2004,1,2391,1265,1538,633,4.5,0
10362,0,2010,1,0,0,0,0,5.0,0
10363,0,2010,1,0,9,25,2,3.5,0
10364,0,2010,19,0,9,33,58,4.0,0
10365,0,2013,1,0,0,8,0,5.0,0
10366,0,2013,1,7,0,0,0,5.0,0
10367,0,2011,18,0,6,9,6,4.0,0
10368,1,2007,149,10,2202,1470,2408,4.0,0
10369,0,2009,2,7,8,89,7,3.0,0
10370,0,2013,1,0,0,2,6,5.0,0
10371,0,2012,2,0,6,6,4,4.5,0
10372,0,2013,1,0,0,0,0,5.0,0
10373,0,2007,1,0,6,10,8,4.5,0
10374,0,2008,6,0,1,1,6,4.0,0
10375,0,2013,2,0,0,0,0,3.0,0
10376,0,2011,1,0,0,0,0,4.0,0
10377,0,2010,2,4,15,2131,295,3.5,0
10378,0,2007,1,0,0,6,7,5.0,0
10379,0,2010,1,0,65,54,90,4.5,0
10380,0,2011,1,1,0,2,0,1.0,0
10381,0,2010,1,2,22,46,29,3.5,0
10382,0,2010,2,0,0,2,0,2.0,0
10383,0,2013,1,0,0,7,0,1.5,0
10384,0,2012,1,0,0,0,0,1.0,0
10385,1,2008,1,346,1999,1377,2395,3.5,0
10386,0,2011,2,0,5,3,4,4.5,0
10387,0,2012,3,0,0,8,0,3.5,0
10388,0,2012,1,0,0,8,0,4.0,0
10389,0,2011,4,0,2,1,9,5.0,0
10390,0,2011,2,0,5,19,2,4.5,0
10391,0,2008,10,7,43,72,18,3.5,0
10392,1,2006,1,33,2022,1111,113,3.5,0
10393,0,2012,2,0,7,0,9,4.5,0
10394,0,2013,6,9,3,63,7,3.5,0
10395,0,2013,1,0,0,0,2,5.0,0
10396,0,2011,1,0,7,2,0,5.0,0
10397,0,2009,7,0,9,81,2,3.5,0
10398,0,2012,2,0,0,4,8,4.0,0
10399,0,2012,1,0,0,5,0,5.0,0
10400,0,2007,1,0,0,3,0,4.0,0
10401,0,2011,1,0,0,2,0,3.5,0
10402,0,2011,1,0,0,0,0,1.0,0
10403,0,2013,1,0,51,60,56,4.0,0
10404,0,2012,2,0,0,5,7,4.0,0
10405,0,2012,1,0,0,5,0,1.0,0
10406,0,2008,17,0,56,88,27,3.0,0
10407,0,2013,1,0,0,0,0,2.0,0
10408,0,2009,1,70,2,30,16,4.5,0
10409,0,2011,2,8,26,420,64,4.0,0
10410,0,2009,23,0,7,119,50,4.0,0
10411,0,2010,6,0,4,39,6,4.5,0
10412,0,2008,7,0,7,67,4,3.5,0
10413,0,2012,11,4,480,1725,276,3.5,0
10414,0,2013,16,0,4,31,8,4.0,0
10415,0,2012,1,0,0,5,0,3.0,0
10416,0,2009,1,0,6,9,9,5.0,0
10417,0,2010,7,2,80,62,8,4.0,0
10418,0,2012,22,1,6,53,4,3.5,0
10419,0,2011,2,0,9,1,2,3.0,0
10420,1,2010,69,1,344,378,181,4.0,4
10421,0,2011,1,0,0,1,5,5.0,0
10422,0,2009,1,0,3,3,5,4.5,0
10423,0,2012,2,0,0,1,0,3.0,0
10424,0,2012,1,0,0,3,8,5.0,0
10425,0,2009,1,6,1,1,3,3.5,0
10426,0,2012,1,0,0,6,0,4.0,0
10427,0,2011,1,0,0,0,0,5.0,0
10428,0,2012,11,0,1,9,8,3.0,0
10429,0,2009,1,0,54,15,6,4.0,0
10430,0,2011,1,0,0,0,0,5.0,0
10431,0,2011,8,0,9,48,2,4.0,0
10432,0,2013,1,0,0,0,0,1.0,0
10433,0,2011,42,0,61,16,45,2.5,0
10434,0,2010,1,0,8,4,8,3.5,0
10435,0,2012,1,0,0,0,0,5.0,0
10436,0,2011,1,0,0,0,0,5.0,0
10437,0,2013,3,0,0,4,0,3.5,0
10438,0,2011,2,0,0,2,9,3.0,0
10439,0,2011,1,0,5,4,3,3.5,0
10440,0,2011,1,0,0,4,0,5.0,0
10441,0,2008,23,5,43,444,33,3.5,0
10442,0,2011,1,9,8,63,1,4.5,0
10443,0,2010,2,0,8,60,8,3.0,0
10444,0,2010,1,2,93,389,268,4.0,0
10445,0,2010,7,0,4,42,5,3.5,0
10446,0,2013,4,0,0,4,7,5.0,0
10447,0,2010,7,2,67,277,92,4.0,0
10448,0,2011,1,0,7,0,5,4.0,0
10449,0,2011,2,0,0,7,2,5.0,0
10450,0,2012,2,0,0,3,3,4.0,0
10451,0,2011,1,0,0,8,2,2.0,0
10452,1,2009,3,602,2249,1562,1708,4.0,0
10453,0,2012,1,0,0,3,0,2.5,0
10454,0,2013,1,0,3,0,0,2.5,0
10455,0,2009,1,6,22,321,29,3.0,0
10456,0,2012,4,0,8,2,0,4.0,0
10457,0,2011,1,0,7,9,0,1.5,0
10458,0,2013,1,0,0,0,0,1.5,0
10459,0,2012,3,0,6,7,6,4.0,0
10460,0,2013,16,9,23,9,0,4.5,0
10461,0,2009,1,0,0,6,4,5.0,0
10462,0,2009,1,0,8,93,3,4.5,0
10463,0,2010,1,0,4,2,0,1.0,0
10464,0,2013,3,0,0,6,0,4.0,0
10465,0,2013,1,0,0,3,0,1.0,0
10466,0,2011,14,0,5,46,6,3.0,0
10467,0,2009,1,0,0,3,1,5.0,0
10468,0,2009,5,0,9,76,8,3.5,0
10469,0,2009,8,9,9,64,69,4.0,0
10470,0,2012,1,3,0,0,0,1.0,0
10471,0,2010,16,4,43,36,6,3.0,0
10472,0,2009,4,1,28,411,52,4.5,0
10473,0,2010,4,0,2,1,7,1.5,0
10474,1,2007,2,5,92,163,200,3.5,0
10475,0,2010,1,0,0,3,0,4.0,0
10476,0,2014,3,0,0,3,0,5.0,0
10477,0,2013,1,0,0,6,0,1.0,0
10478,0,2009,1,0,4,8,1,4.0,0
10479,0,2012,4,0,0,9,1,4.0,0
10480,0,2008,2,0,3,43,41,5.0,0
10481,0,2013,1,0,0,2,7,3.5,0
10482,0,2010,1,0,0,0,0,3.0,0
10483,1,2008,3,4,39,847,401,4.0,0
10484,0,2013,1,0,0,3,0,4.0,0
10485,0,2011,1,0,9,2,6,4.5,0
10486,0,2011,1,0,4,1,5,3.5,0
10487,1,2009,3,1,1513,764,2167,3.5,0
10488,1,2009,80,6,435,667,499,4.0,0
10489,0,2012,1,0,0,8,3,4.0,0
10490,0,2013,2,0,0,0,0,3.0,0
10491,0,2012,1,0,0,9,0,4.0,0
10492,1,2007,12,126,808,2066,1342,3.5,0
10493,1,2011,65,3,106,2407,157,4.0,0
10494,0,2012,4,0,6,1,7,3.0,0
10495,1,2007,3,98,769,829,1904,3.5,0
10496,0,2011,1,0,8,1,3,1.0,0
10497,0,2011,1,0,9,9,0,1.0,0
